pair_uid,row_kind,track,parent_pair_uid,review_label,seller_uid_left,seller_uid_right,split_name,component_id,fold,evidence_type,silver_train_only,training_sample_weight,seed,variant_index,transform,synthetic_train_only,synthetic_split_name,identifier_redacted_e5_cosine,clean_token_jaccard,clean_char3_jaccard,clean_title_token_jaccard,clean_description_token_jaccard,clean_category_token_jaccard,clean_text_length_gap_ratio,clean_segment_count_gap_ratio,clean_field_presence_match_fraction
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:401772||market_item.xlsx|中文暗网交易市场|seller_raw:485545,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v00/right,train,zh_target_strict_cc_c4b8f5a840796f04,0,same_controller_style_structural_soft,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.994396984577,0.750000000000,0.683544303797,0.812500000000,0.765957446809,1.000000000000,0.079207920792,0.000000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/negative/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:581981,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.851251184940,0.081081081081,0.014598540146,0.083333333333,0.090909090909,0.500000000000,0.896678966790,0.500000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:401772||market_item.xlsx|中文暗网交易市场|seller_raw:485545,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_009/positive/v01/right,train,zh_target_strict_cc_c4b8f5a840796f04,0,same_controller_style_structural_soft,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.994296371937,0.750000000000,0.675000000000,0.812500000000,0.765957446809,1.000000000000,0.079207920792,0.000000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:581981||market_item.xlsx|中文暗网交易市场|seller_raw:99610,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.843694925308,0.060606060606,0.016666666667,0.181818181818,0.066666666667,0.500000000000,0.957564575646,0.600000000000,0.800000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:581978||market_item.xlsx|茶马古道|seller_raw:/shop/464140,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.923336982727,0.236514522822,0.155591572123,0.188679245283,0.240506329114,0.500000000000,0.808315715292,0.782608695652,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:581981||market_item.xlsx|中文暗网交易市场|seller_raw:99610,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.831849694252,0.060606060606,0.034482758621,0.181818181818,0.066666666667,0.500000000000,0.963099630996,0.600000000000,0.800000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:581978||market_item.xlsx|茶马古道|seller_raw:/shop/464140,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_010/positive/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.927444338799,0.236514522822,0.155591572123,0.188679245283,0.240506329114,0.500000000000,0.808315715292,0.782608695652,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:526920,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.842145800591,0.153846153846,0.030534351145,0.285714285714,0.106382978723,1.000000000000,0.030612244898,0.583333333333,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:333110||market_item.xlsx|中文暗网交易市场|seller_raw:375149,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v00/right,train,zh_target_strict_cc_03788caa8b8ddae2,0,same_controller_style_structural_soft,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.971027016640,0.711340206186,0.487695749441,0.733333333333,0.715789473684,1.000000000000,0.175000000000,0.272727272727,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:526920,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.844308495522,0.153846153846,0.030769230769,0.285714285714,0.106382978723,1.000000000000,0.030612244898,0.583333333333,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:333110||market_item.xlsx|中文暗网交易市场|seller_raw:375149,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_011/positive/v01/right,train,zh_target_strict_cc_03788caa8b8ddae2,0,same_controller_style_structural_soft,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.972815632820,0.711340206186,0.497727272727,0.733333333333,0.715789473684,1.000000000000,0.176991150442,0.272727272727,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:596616,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.850189089775,0.233333333333,0.054794520548,0.750000000000,0.206896551724,1.000000000000,0.578947368421,0.000000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:548133||market_item.xlsx|茶马古道|seller_raw:/shop/454152,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.933110773563,0.176470588235,0.050000000000,0.375000000000,0.129032258065,0.250000000000,0.762500000000,0.500000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:596616,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,1,section_order_rotation,1,synthetic_train_only,0.846152186394,0.233333333333,0.054794520548,0.750000000000,0.206896551724,1.000000000000,0.578947368421,0.000000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:548133||market_item.xlsx|茶马古道|seller_raw:/shop/454152,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_012/positive/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260321,1,section_order_rotation,1,synthetic_train_only,0.937100470066,0.176470588235,0.050000000000,0.375000000000,0.129032258065,0.250000000000,0.762500000000,0.500000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:527714||market_item.xlsx|中文暗网交易市场|seller_raw:530989,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v00/right,train,zh_target_strict_cc_3645b00000fe67f3,1,ordinary_negative,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.868335723877,0.075949367089,0.027472527473,0.102040816327,0.064102564103,1.000000000000,0.905118601748,0.687500000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:352600||market_item.xlsx|中文暗网交易市场|seller_raw:605666,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v00/right,train,zh_target_strict_cc_310cb72487680fb8,1,same_controller_style_structural_soft,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.952190995216,0.858208955224,0.555910543131,0.379310344828,0.856060606061,1.000000000000,0.073954983923,0.333333333333,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:527714||market_item.xlsx|中文暗网交易市场|seller_raw:530989,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/negative/v01/right,train,zh_target_strict_cc_3645b00000fe67f3,1,ordinary_negative,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.859974265099,0.075949367089,0.027700831025,0.102040816327,0.064102564103,1.000000000000,0.920099875156,0.687500000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:352600||market_item.xlsx|中文暗网交易市场|seller_raw:605666,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_013/positive/v01/right,train,zh_target_strict_cc_310cb72487680fb8,1,same_controller_style_structural_soft,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.945570945740,0.858208955224,0.542586750789,0.379310344828,0.856060606061,1.000000000000,0.073954983923,0.333333333333,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:444810||market_item.xlsx|中文暗网交易市场|seller_raw:79018,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v00/right,train,zh_target_strict_cc_20e2bdb964e3bc04,1,ordinary_negative,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.904969573021,0.234375000000,0.061538461538,0.266666666667,0.189655172414,1.000000000000,0.530120481928,0.166666666667,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:443620||market_item.xlsx|茶马古道|seller_raw:/shop/824,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v00/right,train,zh_target_strict_cc_c1b29797a191ad53,1,same_controller_style_structural_soft,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.906910359859,0.333827893175,0.113465481887,0.251121076233,0.300319488818,0.285714285714,0.615291262136,0.346153846154,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:444810||market_item.xlsx|中文暗网交易市场|seller_raw:79018,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/negative/v01/right,train,zh_target_strict_cc_20e2bdb964e3bc04,1,ordinary_negative,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.892937302589,0.234375000000,0.061538461538,0.266666666667,0.189655172414,1.000000000000,0.530120481928,0.166666666667,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:443620||market_item.xlsx|茶马古道|seller_raw:/shop/824,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_014/positive/v01/right,train,zh_target_strict_cc_c1b29797a191ad53,1,same_controller_style_structural_soft,,0.250000000000,20260321,1,segment_order_permutation_with_layout_normalization,1,synthetic_train_only,0.905847966671,0.333827893175,0.112325025606,0.251121076233,0.300319488818,0.285714285714,0.615371269951,0.346153846154,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:470183,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.842025279999,0.200000000000,0.123456790123,0.500000000000,0.176470588235,1.000000000000,0.578947368421,0.000000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v00/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:17352||market_item.xlsx|中文暗网交易市场|seller_raw:34364,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v00/right,train,zh_target_strict_cc_ea2b0f7ed4d6a219,0,same_controller_style_structural_soft,,0.250000000000,20260321,0,section_order_rotation,1,synthetic_train_only,0.930633664131,0.331360946746,0.202020202020,0.166666666667,0.365517241379,0.000000000000,0.543568464730,0.000000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:470183,negative,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260321,1,section_order_rotation,1,synthetic_train_only,0.843954682350,0.200000000000,0.123456790123,0.500000000000,0.176470588235,1.000000000000,0.578947368421,0.000000000000,1.000000000000
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v01/right,synthetic_transformed,primary,market_item.xlsx|中文暗网交易市场|seller_raw:17352||market_item.xlsx|中文暗网交易市场|seller_raw:34364,positive,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260321/primary_matched_015/positive/v01/right,train,zh_target_strict_cc_ea2b0f7ed4d6a219,0,same_controller_style_structural_soft,,0.250000000000,20260321,1,section_order_rotation,1,synthetic_train_only,0.940537691116,0.331360946746,0.202020202020,0.166666666667,0.365517241379,0.000000000000,0.543568464730,0.000000000000,1.000000000000
