"review_index","blind_id","split_name","source_market_raw_left","source_market_raw_right","source_seller_raw_left","source_seller_raw_right","alias_normalized_left","alias_normalized_right","alias_relation","item_count_left","item_count_right","shared_contact_count","shared_contact_types","shared_contact_values","shared_pgp_fingerprint_count","shared_pgp_fingerprint_values","pgp_alias_hit_count_left","pgp_alias_hit_count_right","shared_title_count","shared_title_values","shared_description_count","shared_description_values","shared_category_count","shared_category_values","left_preview","right_preview","raw_contact_occurrences_json","component_candidate_path_json","independent_decision","seller_facing_direct_evidence","alternative_explanation_ruled_out","review_confidence","review_rationale"
"86","blind_cb625332c53dc79c5c2f","test","茶马古道","茶马古道","/shop/399554","/shop/446568","/shop/399554","/shop/446568","different_alias","2","1","0","","","0","","0","0","0","","0","","1","数据","T: 出售Lead国外网赚全套教程，重新改价低价出售 || 出售Lead国外网赚全套教程，重新改价低价出售 | D: 本人从事国外Lead项目几年，做过这个行业的朋友都知道暴力，赚的是美金长期稳定暴利，如果有好的CVV料做大刀让你月入惊人，之前购买几千块的加密教程经过解密，现在低价出售，教程很详细，只出售教程，不做技术支持，教程可复制，一旦出售出，不做退款处理，看好再下单 | C: 技术 || 数据","T: 最新能访问的中文暗网交易论坛 || 最新能访问的中文暗网交易论坛 | D: 最新能访问的中文暗网交易论坛 | C: 数据","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '出售Lead国外网赚全套教程，重新改价低价出售' and '最新能访问的中文暗网交易论坛' overlap only at broad category/topic level and materially differ in offer or content."
"87","blind_702fddf80aab2f4eeb80","valid","中文暗网交易市场","茶马古道","547630","/shop/402218","547630","/shop/402218","different_alias","4","2","0","","","0","","0","0","2","支付宝无视一切验证登录跳蹬绕过手机验证码可登风险号 || 出售ATM卡口采集银行卡复制器支持定做","1","此商品是技术 并不是1元马的跳蹬 是账户密码登录不要验证的技术 请看清楚 此技术第一次出售 从2016年5月一直沿用至今 只需账户+密码即可成功登录 绕过验证码登录 无视异地及一切验证 100%登录 冻结或限制的号码不能登录 需要配合特制软件 简单便捷 软件已打包 自动发货 只卖懂得人 不要说贵 懂的人自然懂 用法广泛 拍下即自动发货 技术+软件（全套...","0","","T: 支付宝无视一切验证登录跳蹬绕过手机验证码可登风险号 || 支付宝无视一切验证登录跳蹬绕过手机验证码可登风险号 | D: 此商品是技术 并不是1元马的跳蹬 是账户密码登录不要验证的技术 请看清楚 此技术第一次出售 从2016年5月一直沿用至今 只需账户+密码即可成功登录 绕过验证码登录 无视异地及一切验证 100%登录 冻结或限制的号码不能登录 需要配合特制软件 简单便捷 软件已打包 自动发货 只卖懂得人 不要说贵 懂的人自然懂 用... | C: 技术技能 || 实体物品","T: 支付宝无视一切验证登录 跳蹬 绕过手机验证码 可登风险号 || 出售ATM卡口采集 银行卡复制器 支持定做 | D: 四方银内镶 小白口 黑口 都有出售 一套2100美金 不接受任何议价 技术+经验=价格 设备都是经过调试完之后才发货 保证采集率 小白口成功率80以上 四方成功率70以上 黑口成功率70以上 都是经过专业人员调试完才发货的 全套包括 卡口采集器+USB数据提取线+卡口采集器充电线+针孔摄像头+摄像头充电器+内存卡... | C: 四件套号卡 || 技术","[]","[]","soft_same_controller","no","no","medium","Exact overlap (T=2, D=1) includes '支付宝无视一切验证登录跳蹬绕过手机验证码可登风险号'; no direct seller identifier closes the pair, so template/product reuse remains plausible."
"88","blind_4ec770253d5d53a0b52a","test","茶马古道","茶马古道","/shop/403489","/shop/431483","/shop/403489","/shop/431483","different_alias","1","1","0","","","0","","0","0","0","","0","","1","四件套号卡","T: 出售四件套卡盾，出售正规实名制手机卡，一手靠谱货源，保质 || 出售四件套卡盾，出售正规实名制手机卡，一手靠谱货源，保质 | D: 质量绝对有保障,安全可靠，每一张卡保额5W人民币 ，司法冻结不保，正常的风控问题需要收取总额度的百分之30 [说明] 拍下后会尽快安排发货 出售正规手机卡联通电信移动，实名制，500一张，5张起发，有需要的直接下单，留言需要什么手机卡 | C: 四件套号卡","T: 求购实名制手机卡 || 求购实名制手机卡 | D: 大量收购手机卡 二道误扰 | C: 四件套号卡","[]","[]","different_controller","no","no","high","No direct identifier is shared; '出售四件套卡盾，出售正规实名制手机卡，一手靠谱货源，保质' and '求购实名制手机卡' place the accounts in materially different seller/buyer or service roles, so topic overlap is insufficient."
"89","blind_f47ab2adb5639e12b380","test","茶马古道","茶马古道","/shop/421728","/shop/434089","/shop/421728","/shop/434089","different_alias","5","1","1","telegram","telegram:xing5858","0","","0","0","0","","0","","1","数据","T: 一手后台实时WD下款 还款 申请 注册 可验证 来老板包台 || 一手后台实时WD下款 还款 申请 注册 可验证 来老板包台 | D: 有没有金主来包台子，实时下款，还款，注册，申请，一手后台可以验证（三小时提取一次），内部丢出的通道，要的速度联系我也只是替人办事，带着你的实力来，别什么阿猫阿狗都跑来 | C: 担保私拍 || 数据","T: 长期收网购数据，收快递数据，搭建钓鱼网站 || 长期收网购数据，收快递数据，搭建钓鱼网站 | D: 长期收购各种网购数据 ,你有量我有价格非中介，来有实力团队 大牛合作 ⒈收网购数据，（淘宝，京东，小红书，蘑菇街，唯品会，贝贝网 等各种网购数据）只收化妆品 母婴产品 女性产品，近三个月内一手历史或实时数据都可以 ⒉收快递实时未签收数据，快递投诉件，快递破损件 长期需要 3.找长期合作搭建钓鱼网站，其他详情飞机详... | C: 数据","[{""left_occurrences"": [{""context"": ""行者私拍300条申通问题,TG@xing5858,发货确认,一旦拍下不接受退款申诉!"", ""description_snippet"": ""行者私拍300条申通问题，TG@xing5858，发货确认，一旦拍下不接受退款申诉！"", ""raw_value"": ""xing5858"", ""source_field"": ""description"", ""title_snippet"": ""实时申通快递料，发货确认收货 行者私拍""}], ""right_occurrences"": [{""context"": ""递实时未签收数据,快递投诉件,快递破损件 长期需要 3.找长期合作搭建钓鱼网站,其他详情飞机详谈 能接受免费测试的来,先款的就别谈了 可暗网担保交易 有合作项目可TG联系 TG:@xing5858"", ""description_snippet"": ""长期收购各种网购数据 ,你有量我有价格非中介，来有实力团队 大牛合作 ⒈收网购数据，（淘宝，京东，小红书，蘑菇街，唯品会，贝贝网 等各种网购数据）只收化妆品 母婴产品 女性产品，近三个月内一手历史或实时数据都可以 ⒉收快递实时未签收数据，快递投诉件，快递破损件 长期需要 3.找长期合作搭建钓鱼网站，其他详情飞机详谈 能接受免费测试的来，先款的就别谈了 可暗网担保交易 有合作项目可TG联系 TG：@xing5858"", ""raw_value"": ""xing5858"", ""source_field"": ""description"", ""title_snippet"": ""长期收网购数据，收快递数据，搭建钓鱼网站""}], ""token"": ""telegram:xing5858""}]","[]","strict_same_controller","yes","yes","high","Raw contexts on both sides use telegram:xing5858 as a seller contact/call-to-action; it is not customer data, a public URL, or marketplace support."
"90","blind_83adc0b1d488340d89ba","test","茶马古道","茶马古道","/shop/428039","/shop/441741","/shop/428039","/shop/441741","different_alias","9","2","1","telegram","telegram:vip622","0","","0","0","0","","0","","1","数据","T: 高价收购淘宝订单数据,网贷数据 || 高价寻求微信PC端电脑端多开软件 | D: 2:数据要求女性商品，如母婴，婴儿商品，如：女装，化妆品，母婴用品，童装等等，具体可以咨询 | C: 数据 || 技术","T: 收WD网贷数据,QQ:3008927367,飞机@vip622 || 收WD网贷数据,Q:3008927367,飞机@vip622 | C: 数据","[{""left_occurrences"": [{""context"": ""可以联系我TG:@vip622 QQ:348822945 蝙蝠ID: 3034964 Sugram:13114167732"", ""description_snippet"": ""可以联系我TG：@vip622 QQ:348822945 蝙蝠ID: 3034964 Sugram:13114167732"", ""raw_value"": ""vip622"", ""source_field"": ""description"", ""title_snippet"": ""高价寻求微信PC端电脑端多开软件""}, {""context"": ""可以联系我TG:@vip622 蝙蝠ID: 3034964 Sugram:13114167732"", ""description_snippet"": ""可以联系我TG：@vip622 蝙蝠ID: 3034964 Sugram:13114167732"", ""raw_value"": ""vip622"", ""source_field"": ""description"", ""title_snippet"": ""高价收WD网贷数据""}, {""context"": ""可以联系我TG:@vip622 QQ:348822945 蝙蝠ID: 3034964 Sugram:13114167732"", ""description_snippet"": ""可以联系我TG：@vip622 QQ:348822945 蝙蝠ID: 3034964 Sugram:13114167732"", ""raw_value"": ""vip622"", ""source_field"": ""description"", ""title_snippet"": ""高价收TB淘宝订单数据WD网贷数据""}, {""context"": ""可以联系我TG:@vip622 蝙蝠ID: 3034964 Sugram:13114167732"", ""description_snippet"": ""可以联系我TG：@vip622 蝙蝠ID: 3034964 Sugram:13114167732"", ""raw_value"": ""vip622"", ""source_field"": ""description"", ""title_snippet"": ""高价收WD网贷数据 蝙蝠3034964""}], ""right_occurrences"": [{""context"": ""收WD网贷数据,Q:3008927367,飞机@vip622"", ""description_snippet"": """", ""raw_value"": ""vip622"", ""source_field"": ""title"", ""title_snippet"": ""收WD网贷数据,Q:3008927367,飞机@vip622""}, {""context"": ""收WD网贷数据,QQ:3008927367,飞机@vip622"", ""description_snippet"": """", ""raw_value"": ""vip622"", ""source_field"": ""title"", ""title_snippet"": ""收WD网贷数据,QQ:3008927367,飞机@vip622""}], ""token"": ""telegram:vip622""}]","[]","strict_same_controller","yes","yes","high","Raw contexts on both sides use telegram:vip622 as a seller contact/call-to-action; it is not customer data, a public URL, or marketplace support."
"91","blind_c9cb957de91b37bdefed","test","茶马古道","茶马古道","/shop/457836","/shop/458601","/shop/457836","/shop/458601","different_alias","6","4","1","telegram","telegram:gul512","0","","0","0","0","","0","","2","技术 || 虚拟","T: 黑客接单！各种业务都会，需要的老板看过来 || 新项目，会用手机的来，不是割韭菜 | D: 当你看到这个消息时说明你方向找的很对，为啥要卖这么贵，因为我不是薄利多销，往往好的东西很昂贵，物以稀为贵，不是网上那种挖矿，也不是割韭菜，是我团队自己开发的，也不知道能吃几个月的肉，越早入手越早赚，非诚勿扰有意者联系TG：@gul512 | C: 漏洞 || 虚拟","T: 网站入侵，渗透提权，账号信息获取 || 比特币账户盗取 | D: 5.4W条国内最新千万富豪银行卡信息数据，包括身份证信息，资产信息，个人情况，居住地址，手机号码，年龄学历等信息，实测预留手机号微信注册率为百分之94 | C: 技术 || 虚拟","[{""left_occurrences"": [{""context"": ""需要的老板看我tg,很少登茶马,赚钱的项目赚多少看你自己,不是割韭菜,需要技术,不会的我会教会,收学费,介意的别来,天下没有免费的午餐tg:@gul512"", ""description_snippet"": ""需要的老板看我tg，很少登茶马，赚钱的项目赚多少看你自己，不是割韭菜，需要技术，不会的我会教会，收学费，介意的别来，天下没有免费的午餐tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""新项目，会用手机的来，不是割韭菜""}, {""context"": ""2021新项目,带撸电话卡,白的,需要本金才能操作,不是割韭菜,不会的可教tg:@gul512"", ""description_snippet"": ""2021新项目，带撸电话卡，白的，需要本金才能操作，不是割韭菜，不会的可教tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""带撸面值100电话卡，需本金！""}, {""context"": ""卖这么贵,因为我不是薄利多销,往往好的东西很昂贵,物以稀为贵,不是网上那种挖矿,也不是割韭菜,是我团队自己开发的,也不知道能吃几个月的肉,越早入手越早赚,非诚勿扰有意者联系TG:@gul512"", ""description_snippet"": ""当你看到这个消息时说明你方向找的很对，为啥要卖这么贵，因为我不是薄利多销，往往好的东西很昂贵，物以稀为贵，不是网上那种挖矿，也不是割韭菜，是我团队自己开发的，也不知道能吃几个月的肉，越早入手越早赚，非诚勿扰有意者联系TG：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""出六个赚钱软件，数量有限不是割韭菜！""}, {""context"": ""黑客技术不复杂,教的都是能懂的,不会的会手把手教,学了黑客技术可以去靠这门技术赚钱,只想多收徒弟创个团队干大的,名额有限,联系方式TG:@gul512"", ""description_snippet"": ""黑客技术不复杂，教的都是能懂的，不会的会手把手教，学了黑客技术可以去靠这门技术赚钱，只想多收徒弟创个团队干大的，名额有限，联系方式TG：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""黑客技术，从小白到大神，包教会！！！""}, {""context"": ""需要的老板请在tg:@gul512联系"", ""description_snippet"": ""需要的老板请在tg：@gul512联系"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""接老板的各种业务！！！""}, {""context"": ""需要的老板看过来,本人会一切黑客技术,为了做个兼职,懂的来tg:@gul512"", ""description_snippet"": ""需要的老板看过来，本人会一切黑客技术，为了做个兼职，懂的来tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""黑客接单！各种业务都会，需要的老板看过来""}], ""right_occurrences"": [{""context"": ""暴力破解比特币账户信息,可快速转走其中的比特币,无法追踪 tg:@gul512"", ""description_snippet"": ""暴力破解比特币账户信息，可快速转走其中的比特币，无法追踪 tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""比特币账户盗取""}, {""context"": ""赌博平台程序破解,获取后台用户信息,服务器所在具体地址,程序修改,漏洞注入。 tg:@gul512"", ""description_snippet"": ""赌博平台程序破解，获取后台用户信息，服务器所在具体地址，程序修改，漏洞注入。 tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""赌博平台后台程序破解提权""}, {""context"": ""除国家信息网站和国家核心利益信息的不做,其他的都可以接单,需要的点联系我,勿拍 tg:@gul512"", ""description_snippet"": ""除国家信息网站和国家核心利益信息的不做，其他的都可以接单，需要的点联系我，勿拍 tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""网站入侵，渗透提权，账号信息获取""}], ""token"": ""telegram:gul512""}]","[{""left_occurrences"": [{""context"": ""需要的老板看我tg,很少登茶马,赚钱的项目赚多少看你自己,不是割韭菜,需要技术,不会的我会教会,收学费,介意的别来,天下没有免费的午餐tg:@gul512"", ""description_snippet"": ""需要的老板看我tg，很少登茶马，赚钱的项目赚多少看你自己，不是割韭菜，需要技术，不会的我会教会，收学费，介意的别来，天下没有免费的午餐tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""新项目，会用手机的来，不是割韭菜""}, {""context"": ""2021新项目,带撸电话卡,白的,需要本金才能操作,不是割韭菜,不会的可教tg:@gul512"", ""description_snippet"": ""2021新项目，带撸电话卡，白的，需要本金才能操作，不是割韭菜，不会的可教tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""带撸面值100电话卡，需本金！""}, {""context"": ""卖这么贵,因为我不是薄利多销,往往好的东西很昂贵,物以稀为贵,不是网上那种挖矿,也不是割韭菜,是我团队自己开发的,也不知道能吃几个月的肉,越早入手越早赚,非诚勿扰有意者联系TG:@gul512"", ""description_snippet"": ""当你看到这个消息时说明你方向找的很对，为啥要卖这么贵，因为我不是薄利多销，往往好的东西很昂贵，物以稀为贵，不是网上那种挖矿，也不是割韭菜，是我团队自己开发的，也不知道能吃几个月的肉，越早入手越早赚，非诚勿扰有意者联系TG：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""出六个赚钱软件，数量有限不是割韭菜！""}, {""context"": ""黑客技术不复杂,教的都是能懂的,不会的会手把手教,学了黑客技术可以去靠这门技术赚钱,只想多收徒弟创个团队干大的,名额有限,联系方式TG:@gul512"", ""description_snippet"": ""黑客技术不复杂，教的都是能懂的，不会的会手把手教，学了黑客技术可以去靠这门技术赚钱，只想多收徒弟创个团队干大的，名额有限，联系方式TG：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""黑客技术，从小白到大神，包教会！！！""}, {""context"": ""需要的老板请在tg:@gul512联系"", ""description_snippet"": ""需要的老板请在tg：@gul512联系"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""接老板的各种业务！！！""}, {""context"": ""需要的老板看过来,本人会一切黑客技术,为了做个兼职,懂的来tg:@gul512"", ""description_snippet"": ""需要的老板看过来，本人会一切黑客技术，为了做个兼职，懂的来tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""黑客接单！各种业务都会，需要的老板看过来""}], ""right_occurrences"": [{""context"": ""暴力破解比特币账户信息,可快速转走其中的比特币,无法追踪 tg:@gul512"", ""description_snippet"": ""暴力破解比特币账户信息，可快速转走其中的比特币，无法追踪 tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""比特币账户盗取""}, {""context"": ""赌博平台程序破解,获取后台用户信息,服务器所在具体地址,程序修改,漏洞注入。 tg:@gul512"", ""description_snippet"": ""赌博平台程序破解，获取后台用户信息，服务器所在具体地址，程序修改，漏洞注入。 tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""赌博平台后台程序破解提权""}, {""context"": ""除国家信息网站和国家核心利益信息的不做,其他的都可以接单,需要的点联系我,勿拍 tg:@gul512"", ""description_snippet"": ""除国家信息网站和国家核心利益信息的不做，其他的都可以接单，需要的点联系我，勿拍 tg：@gul512"", ""raw_value"": ""gul512"", ""source_field"": ""description"", ""title_snippet"": ""网站入侵，渗透提权，账号信息获取""}], ""seller_uid_left"": ""market_item.xlsx|茶马古道|seller_raw:/shop/457836"", ""seller_uid_right"": ""market_item.xlsx|茶马古道|seller_raw:/shop/458601"", ""shared_token"": ""telegram:gul512""}]","strict_same_controller","yes","yes","high","Raw contexts on both sides use telegram:gul512 as a seller contact/call-to-action; it is not customer data, a public URL, or marketplace support."
"92","blind_f41577a48d39fd22fa1f","valid","中文暗网交易市场","茶马古道","512254","/shop/398615","512254","/shop/398615","different_alias","1","1","0","","","0","","0","0","0","","0","","0","","T: 新到10W留学生数据 || 新到10W留学生数据 | D: 新到10W留学生数据 拍下发自动5万 确认再发5万 | C: 数据资源","T: 新的在校留学生数据 || 新的在校留学生数据 | D: 在国外在校留学生的数据 | C: 数据","[]","[]","uncertain","no","no","low","Both listings concern recent overseas-student data, but there is no direct identifier or exact clone evidence sufficient to distinguish common inventory from shared control."
"93","blind_70fa0ceaf3ff0f01b327","valid","中文暗网交易市场","茶马古道","538752","/shop/397934","538752","/shop/397934","different_alias","18","11","0","","","0","","0","0","10","3月http1187com最新不重复精彩棋牌拖库数据2千条 || 2019年下半年不重复澳门24小时棋牌数据8w条 || 346COMJR棋牌21500条一手数据自动发货低价出售 || 不重复1357602COM乐博国际13800条数据 || 120588COM最新会员注册数据1w条","3","3月http://1187.com最新不重复精彩棋牌拖库数据2千条，是原包数据的一部分，第一次出售 数据商品售出概不退货，暗网老兵，各种套路都清楚 || 棋牌会员充值数据21500条，原包数据的一部分，一手货 数据商品售出概不退货，玩暗网3年，暗网老兵，各种套路都清楚 || 友情提示： 因为数据设置自动发货，一经售出概不退换！小本生意诚信经营。 销售只是起点，服务没有终点！ 更多数据陆续整理发出。","0","","T: 熊猫棋牌5w条最新数据打包出售自动发货 || 2019年下半年不重复澳门24小时棋牌数据8w条 | D: 友情提示： 因为数据设置自动发货，一经售出概不退换 | C: 数据资源","T: 2019年下半年不重复澳门24小时棋牌数据8w条 || 2019年年末2020年年初综合棋牌数据10w条 | D: 3月http://1187.com最新不重复精彩棋牌拖库数据2千条，是原包数据的一部分，第一次出售 数据商品售出概不退货，暗网老兵，各种套路都清楚 | C: 数据","[]","[]","soft_same_controller","no","no","medium","Exact overlap (T=10, D=3) includes '3月http1187com最新不重复精彩棋牌拖库数据2千条'; no direct seller identifier closes the pair, so template/product reuse remains plausible."
"94","blind_b9c0a139f9a116d3e5c0","test","茶马古道","茶马古道","/shop/453789","/shop/463206","/shop/453789","/shop/463206","different_alias","5","1","0","","","0","","0","0","0","","0","","1","虚拟","T: 新手推荐！！！暗网常用网址导航大全 || 新手推荐！！！暗网常用网址导航大全 | D: 满足你的各种需要，收集了各大常用网站，总有你需要的，亲测能打开能用，虚拟商品具有可复制性，售出不以任何理由退款 | C: 虚拟 || 服务","T: 暗网网址大全 || 暗网网址大全 | D: 2021最新暗网网址大全 | C: 虚拟","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '新手推荐！！！暗网常用网址导航大全' and '暗网网址大全' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"95","blind_9d6bf9f5f8a1492fa85e","valid","中文暗网交易市场","茶马古道","31478","/shop/462026","31478","/shop/462026","different_alias","1","1","0","","","0","","0","0","0","","0","","0","","T: 一手数据 || 一手数据 | C: 私人专拍","T: 长期大量收购网贷一手数据 有料的来 @gz06688 || 长期大量收购网贷一手数据 有料的来 @gz06688 | D: 长期大量收购网贷一手数据 有料的来 @gz06688 | C: 数据","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '一手数据' and '长期大量收购网贷一手数据 有料的来 @gz06688' overlap only at broad category/topic level and materially differ in offer or content."
"96","blind_a1d843c7022c2c46607b","test","中文暗网交易市场","茶马古道","459528","/shop/447291","459528","/shop/447291","different_alias","1","2","0","","","0","","0","0","0","","0","","0","","T: 赠送妈妈网宝妈数据330万_出售女性企业家6w全国商会女老板 || 赠送妈妈网宝妈数据330万_出售女性企业家6w全国商会女老板 | D: 数据格式： 姓 名 联系电话 会 籍 公益指数 人脉指数 企业名称 活跃度 数据量：6万 宝妈网330w全国宝妈数据可用于幼教学前教育推广 宝妈网流出的数据，一共330万，已按照省份分不同的表格 格式：昵称|手机号码|所在省市|宝宝年龄 数据大约是17年年中的历史数据，你只要将宝宝年龄加3岁就可以得到宝宝现在的真... | C: 数据资源","T: 宝妈网335w全国宝妈数据适用于幼教学前教育推广等 || 宝妈网335w全国宝妈数据适用于幼教学前教育推广等 | D: 宝妈网335w全国宝妈数据适用于幼教学前教育推广等 宝妈网流出的数据，一共335万，按省份分不同的表格，压缩后127M，数量庞大 格式：昵称|手机号码|所在省市|宝宝年龄 数据是19年年中的历史数据，你只要将宝宝年龄加3岁就可以得到宝宝目前的年龄 数据适用于幼教或者学前教育的推广等，具体用途根据自己的情况开发 拍... | C: 数据","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '赠送妈妈网宝妈数据330万_出售女性企业家6w全国商会女老板' and '宝妈网335w全国宝妈数据适用于幼教学前教育推广等' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"97","blind_622d3009f68242cff91c","valid","中文暗网交易市场","中文暗网交易市场","435630","438364","435630","438364","different_alias","1","2","0","","","0","","0","0","0","","0","","1","实体物品","T: 暗网药房-出售各类药物伟哥 莫达非尼 曲马多 西地那非等 || 暗网药房-出售各类药物伟哥 莫达非尼 曲马多 西地那非等 | D: 女性用万艾可 西地那非100mg 200片 $100 双效伟哥 100mg西地那非+ 60mg达泊西汀 50片 $100 莫达非尼200mg 200片 $150 氯米芬100mg 100片 $100 加巴喷丁600mg 100片 $100 曲马多100mg 500片$300 曲马多200mg 500片$400 曲... | C: 实体物品","T: 出售伟哥、醒神、嗜睡、镇痛、艾滋药等，阿莫达非尼 咪达唑仑 曲马多 双汏芝 特鲁瓦达 || 出售各类药物，莫达非尼 咪达唑仑 曲马多 西力士 非那雄胺等 | D: 药物： 价格/份 伟哥类： (伟哥)西地那非+达泊西汀 100/60mg 100片 $130 (伟哥)他达拉非+达泊西汀 20/60mg 100片 $130 伟哥(西地那非)+西力士(他达拉非) 100/20mg 100片 $100 伐地那非(艾力达) 20mg 200片 $80 伐地那非(艾力达) 40mg 2... | C: 实体物品","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '暗网药房-出售各类药物伟哥 莫达非尼 曲马多 西地那非等' and '出售伟哥、醒神、嗜睡、镇痛、艾滋药等，阿莫达非尼 咪达唑仑 曲马多 双汏芝 特鲁瓦达' overlap only at broad category/topic level and materially differ in offer or content."
"98","blind_fe0bf21fa70359b13f15","test","茶马古道","茶马古道","/shop/448519","/shop/9644","/shop/448519","/shop/9644","different_alias","1","1","0","","","0","","0","0","0","","0","","1","数据","T: 长期求购网贷实时隔夜下款 ！飞机@GYFC888 ！蝙蝠 5542566 || 长期求购网贷实时隔夜下款 ！飞机@GYFC888 ！蝙蝠 5542566 | D: 长期收网贷实时隔夜下款料 提前联系飞机 @GYFC888 或者蝙蝠 5542566 | C: 数据","T: 求购网贷实时隔夜下款数据 || 求购网贷实时隔夜下款数据 | D: 求购网贷高炮实时隔夜下款数据 | C: 数据","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '长期求购网贷实时隔夜下款 ！飞机@GYFC888 ！蝙蝠 5542566' and '求购网贷实时隔夜下款数据' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"99","blind_7bb90ec7acd8d4108c74","test","中文暗网交易市场","茶马古道","459528","/shop/6982","459528","/shop/6982","different_alias","1","38","0","","","0","","0","0","1","赠送妈妈网宝妈数据330万_出售女性企业家6w全国商会女老板","0","","0","","T: 赠送妈妈网宝妈数据330万_出售女性企业家6w全国商会女老板 || 赠送妈妈网宝妈数据330万_出售女性企业家6w全国商会女老板 | D: 数据格式： 姓 名 联系电话 会 籍 公益指数 人脉指数 企业名称 活跃度 数据量：6万 宝妈网330w全国宝妈数据可用于幼教学前教育推广 宝妈网流出的数据，一共330万，已按照省份分不同的表格 格式：昵称|手机号码|所在省市|宝宝年龄 数据大约是17年年中的历史数据，你只要将宝宝年龄加3岁就可以得到宝宝现在的真... | C: 数据资源","T: 2000套中国kyc身份材料打包身份证正面+反面+本人手持身份证白纸 || 十万条信用卡数据 | D: 本贴介绍：1.出售数据的数据量 2.测试数据 3.反注册查询数据地址 1.数据量5.3万 2.直接给数据 直接去验证吧 施国英 320625196309042420 13912899438 35455.13 ****567890 海门解放东路证券营业部 陆文仙 330425197111093623 1342289... | C: 数据 || 服务","[]","[]","soft_same_controller","no","no","medium","Exact overlap (T=1, D=0) includes '赠送妈妈网宝妈数据330万_出售女性企业家6w全国商会女老板'; no direct seller identifier closes the pair, so template/product reuse remains plausible."
"100","blind_e2349a1c42201e896b5a","valid","中文暗网交易市场","茶马古道","509681","/shop/446431","509681","/shop/446431","different_alias","1","1","0","","","0","","0","0","0","","0","","0","","T: 香港身份证照片50多套 || 香港身份证照片50多套 | D: 50多套香港身份证，自动发货，虚拟商品拒绝任何理由退款 | C: 数据资源","T: 求购假香港身份证 || 求购假香港身份证 | D: 求购假香港身份证 @DC11787941 | C: 实物","[]","[]","different_controller","no","no","high","No direct identifier is shared; '香港身份证照片50多套' and '求购假香港身份证' place the accounts in materially different seller/buyer or service roles, so topic overlap is insufficient."
"101","blind_33f77f8881576544f0eb","test","中文暗网交易市场","中文暗网交易市场","596055","7689","596055","7689","different_alias","1","1","0","","","0","","0","0","0","","0","","1","数据资源","T: 股民数据_指南针37800条注册用户数据 || 股民数据_指南针37800条注册用户数据 | D: 股民数据_指南针37800条注册用户数据 最新股民数据，指南针用户数据37800条，暗网首发 数据格式：手机号码|地区|运营商 低价打包出售，先到先得 拍下自动发货，发货后概不退款 | C: 数据资源","T: 出售证券公司APP的注册用户信息 || 出售证券公司APP的注册用户信息 | C: 数据资源","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '股民数据_指南针37800条注册用户数据' and '出售证券公司APP的注册用户信息' overlap only at broad category/topic level and materially differ in offer or content."
