"path","type","reason","bytes","last_write_time"
"reports\step9_core_few_shot_default_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3549","2026-04-22T21:21:51"
"reports\step9_core_few_shot_default_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3549","2026-04-22T21:21:55"
"reports\step9_core_few_shot_default_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3549","2026-04-22T21:21:59"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3491","2026-04-22T21:22:04"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3491","2026-04-22T21:22:08"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3491","2026-04-22T21:22:12"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3491","2026-04-22T21:22:16"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3491","2026-04-22T21:22:21"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3491","2026-04-22T21:22:25"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:22:29"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:22:33"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:22:38"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3484","2026-04-22T21:22:42"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3484","2026-04-22T21:22:46"
"reports\step9_core_few_shot_default_no_reranker_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3484","2026-04-22T21:22:50"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","2153","2026-04-22T21:22:55"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","2153","2026-04-22T21:22:59"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","2153","2026-04-22T21:23:03"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","2146","2026-04-22T21:23:08"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","2146","2026-04-22T21:23:12"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","2146","2026-04-22T21:23:16"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","2148","2026-04-22T21:23:20"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","2148","2026-04-22T21:23:25"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","2148","2026-04-22T21:23:29"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","2149","2026-04-22T21:23:33"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","2149","2026-04-22T21:23:37"
"reports\step9_core_few_shot_default_no_structural_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","2149","2026-04-22T21:23:42"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","2312","2026-04-22T21:23:46"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","2312","2026-04-22T21:23:50"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","2312","2026-04-22T21:23:54"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","2308","2026-04-22T21:23:59"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","2308","2026-04-22T21:24:03"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","2308","2026-04-22T21:24:07"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","2321","2026-04-22T21:24:12"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","2321","2026-04-22T21:24:16"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","2321","2026-04-22T21:24:20"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","2308","2026-04-22T21:24:24"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","2308","2026-04-22T21:24:29"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","2308","2026-04-22T21:24:33"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260320_model.txt","file","current/provenance file retained","100193","2026-04-22T21:24:37"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260321_model.txt","file","current/provenance file retained","98548","2026-04-22T21:24:41"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260322_model.txt","file","current/provenance file retained","93053","2026-04-22T21:24:46"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260320_model.txt","file","current/provenance file retained","120817","2026-04-22T21:24:50"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260321_model.txt","file","current/provenance file retained","108453","2026-04-22T21:24:54"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260322_model.txt","file","current/provenance file retained","119826","2026-04-22T21:24:58"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260320_model.txt","file","current/provenance file retained","88228","2026-04-22T21:25:03"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260321_model.txt","file","current/provenance file retained","121791","2026-04-22T21:25:07"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260322_model.txt","file","current/provenance file retained","122984","2026-04-22T21:25:11"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260320_model.txt","file","current/provenance file retained","87110","2026-04-22T21:25:16"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260321_model.txt","file","current/provenance file retained","86295","2026-04-22T21:25:20"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260322_model.txt","file","current/provenance file retained","93482","2026-04-22T21:25:24"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3502","2026-04-22T21:25:28"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3502","2026-04-22T21:25:33"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3502","2026-04-22T21:25:37"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3508","2026-04-22T21:25:41"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3508","2026-04-22T21:25:45"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3508","2026-04-22T21:25:50"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3499","2026-04-22T21:25:54"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3499","2026-04-22T21:25:58"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3499","2026-04-22T21:26:02"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:26:07"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:26:11"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:26:15"
"reports\step9_core_few_shot_default_residual_lr_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3588","2026-04-22T21:26:19"
"reports\step9_core_few_shot_default_residual_lr_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3588","2026-04-22T21:26:24"
"reports\step9_core_few_shot_default_residual_lr_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3588","2026-04-22T21:26:28"
"reports\step9_core_few_shot_default_residual_lr_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3600","2026-04-22T21:26:32"
"reports\step9_core_few_shot_default_residual_lr_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3600","2026-04-22T21:26:37"
"reports\step9_core_few_shot_default_residual_lr_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3600","2026-04-22T21:26:41"
"reports\step9_core_few_shot_default_residual_lr_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3577","2026-04-22T21:26:45"
"reports\step9_core_few_shot_default_residual_lr_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3577","2026-04-22T21:26:49"
"reports\step9_core_few_shot_default_residual_lr_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3577","2026-04-22T21:26:54"
"reports\step9_core_few_shot_default_residual_lr_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3590","2026-04-22T21:26:58"
"reports\step9_core_few_shot_default_residual_lr_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3590","2026-04-22T21:27:02"
"reports\step9_core_few_shot_default_residual_lr_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3590","2026-04-22T21:27:06"
"reports\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3421","2026-04-22T21:27:11"
"reports\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3421","2026-04-22T21:27:15"
"reports\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3421","2026-04-22T21:27:19"
"reports\step9_core_few_shot_labse_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3427","2026-04-22T21:27:23"
"reports\step9_core_few_shot_labse_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3427","2026-04-22T21:27:28"
"reports\step9_core_few_shot_labse_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3427","2026-04-22T21:27:32"
"reports\step9_core_few_shot_labse_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3418","2026-04-22T21:27:36"
"reports\step9_core_few_shot_labse_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3418","2026-04-22T21:27:50"
"reports\step9_core_few_shot_labse_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3418","2026-04-22T21:27:53"
"reports\step9_core_few_shot_labse_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3406","2026-04-22T21:27:58"
"reports\step9_core_few_shot_labse_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3406","2026-04-22T21:28:02"
"reports\step9_core_few_shot_labse_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3406","2026-04-22T21:28:06"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3608","2026-04-22T21:28:10"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3608","2026-04-22T21:28:15"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3608","2026-04-22T21:28:19"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3611","2026-04-22T21:28:23"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3611","2026-04-22T21:28:27"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3611","2026-04-22T21:28:32"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3604","2026-04-22T21:28:36"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3604","2026-04-22T21:28:40"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3604","2026-04-22T21:28:45"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3609","2026-04-22T21:28:49"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3609","2026-04-22T21:28:53"
"reports\step9_core_few_shot_labse_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3609","2026-04-22T21:28:57"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3502","2026-04-22T21:29:02"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3502","2026-04-22T21:29:06"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3502","2026-04-22T21:29:10"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3498","2026-04-22T21:29:14"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3498","2026-04-22T21:29:19"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3498","2026-04-22T21:29:23"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3490","2026-04-22T21:29:27"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3490","2026-04-22T21:29:31"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3490","2026-04-22T21:29:36"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3501","2026-04-22T21:29:40"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3501","2026-04-22T21:29:44"
"reports\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3501","2026-04-22T21:29:49"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3687","2026-04-22T21:29:53"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3687","2026-04-22T21:29:57"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3687","2026-04-22T21:30:01"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3683","2026-04-22T21:30:06"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3683","2026-04-22T21:30:10"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3683","2026-04-22T21:30:14"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3688","2026-04-22T21:30:18"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3688","2026-04-22T21:30:23"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3688","2026-04-22T21:30:27"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3677","2026-04-22T21:30:31"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3677","2026-04-22T21:30:35"
"reports\step9_core_few_shot_multilingual_e5_large_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3677","2026-04-22T21:30:40"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3542","2026-04-22T21:30:44"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3542","2026-04-22T21:30:48"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3542","2026-04-22T21:30:53"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3542","2026-04-22T21:30:57"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3542","2026-04-22T21:31:01"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3542","2026-04-22T21:31:05"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3541","2026-04-22T21:31:10"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3541","2026-04-22T21:31:14"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3541","2026-04-22T21:31:18"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3534","2026-04-22T21:31:22"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3534","2026-04-22T21:31:27"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3534","2026-04-22T21:31:31"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3728","2026-04-22T21:31:35"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3728","2026-04-22T21:31:39"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3728","2026-04-22T21:31:44"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3729","2026-04-22T21:31:48"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3729","2026-04-22T21:31:52"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3729","2026-04-22T21:31:56"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3729","2026-04-22T21:32:01"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3729","2026-04-22T21:32:05"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3729","2026-04-22T21:32:09"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3722","2026-04-22T21:32:14"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3722","2026-04-22T21:32:18"
"reports\step9_core_few_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3722","2026-04-22T21:32:22"
"reports\step9_few_shot_summary.json","file","current/provenance file retained","11998338","2026-04-22T21:32:31"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3913","2026-04-22T21:32:31"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3913","2026-04-22T21:32:36"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3913","2026-04-22T21:32:40"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3916","2026-04-22T21:32:44"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3916","2026-04-22T21:32:48"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3916","2026-04-22T21:32:53"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3908","2026-04-22T21:32:57"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3908","2026-04-22T21:33:01"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3908","2026-04-22T21:33:05"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3913","2026-04-22T21:33:10"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3913","2026-04-22T21:33:14"
"reports\step9_identifier_augmented_few_shot_default_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3913","2026-04-22T21:33:18"
"reports\step9_identifier_augmented_few_shot_default_ratio_100pct_seed_20260320_model.txt","file","current/provenance file retained","23441","2026-04-22T21:33:22"
"reports\step9_identifier_augmented_few_shot_default_ratio_100pct_seed_20260321_model.txt","file","current/provenance file retained","82326","2026-04-22T21:33:27"
"reports\step9_identifier_augmented_few_shot_default_ratio_100pct_seed_20260322_model.txt","file","current/provenance file retained","95396","2026-04-22T21:33:31"
"reports\step9_identifier_augmented_few_shot_default_ratio_10pct_seed_20260320_model.txt","file","current/provenance file retained","113580","2026-04-22T21:33:35"
"reports\step9_identifier_augmented_few_shot_default_ratio_10pct_seed_20260321_model.txt","file","current/provenance file retained","119263","2026-04-22T21:33:40"
"reports\step9_identifier_augmented_few_shot_default_ratio_10pct_seed_20260322_model.txt","file","current/provenance file retained","117058","2026-04-22T21:33:51"
"reports\step9_identifier_augmented_few_shot_default_ratio_20pct_seed_20260320_model.txt","file","current/provenance file retained","101626","2026-04-22T21:33:55"
"reports\step9_identifier_augmented_few_shot_default_ratio_20pct_seed_20260321_model.txt","file","current/provenance file retained","99385","2026-04-22T21:33:59"
"reports\step9_identifier_augmented_few_shot_default_ratio_20pct_seed_20260322_model.txt","file","current/provenance file retained","113975","2026-04-22T21:34:03"
"reports\step9_identifier_augmented_few_shot_default_ratio_50pct_seed_20260320_model.txt","file","current/provenance file retained","21892","2026-04-22T21:34:07"
"reports\step9_identifier_augmented_few_shot_default_ratio_50pct_seed_20260321_model.txt","file","current/provenance file retained","24163","2026-04-22T21:34:12"
"reports\step9_identifier_augmented_few_shot_default_ratio_50pct_seed_20260322_model.txt","file","current/provenance file retained","91695","2026-04-22T21:34:16"
