summary_file,scorer_token,output_type,threshold_token,output_path,authority
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,clusters_by_threshold,0460000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_zh_target_strict_clusters.threshold_0460000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,clusters_by_threshold,0800000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,clusters_by_threshold,0900000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321,summary,,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_clustering_summary.json,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321,scored_pairs,,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321,clusters_by_threshold,0460000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_zh_target_strict_clusters.threshold_0460000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321,clusters_by_threshold,0800000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321,clusters_by_threshold,0900000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322,summary,,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322,scored_pairs,,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322,clusters_by_threshold,0460000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0460000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322,clusters_by_threshold,0800000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322,clusters_by_threshold,0900000,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
