balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
103,text_clone_primary,products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:533821,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.899746,alias_missing,true,__unknown__,__unknown__,,,,,如未回复，请首页搜索“美金”，在任意商品下留言我都会及时和你沟通,虚拟物品,,0.21847,0.794463,T: 最新一金融客户外汇一美国密西西比州58万条58美金 || 币圈美国佛罗里达州迈阿密20万条200美金 | D: --------------------- ↓ 交易编号---47849-----金融公司和银行贷款实时数据成都市900条90美金 交易编号---45259-----湖南省_郴州市一女性身份证四要素524843条81193美金 交易编号---45290-----江苏省_苏州市一女性身份证四要素334198条517... | C: 虚拟物品,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,pending,,,
104,semantic_structural,products_data.csv|__unknown__|seller_id:46345||products_data.csv|__unknown__|seller_id:50451,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.896592,alias_missing,true,__unknown__,__unknown__,,,,,,教程与文档,,0.527248,0.866552,T: 匿名邮箱 注册简单 保护隐私 || 匿名邮箱 注册简单 保护隐私 | D: 匿名邮箱 注册简单 保护隐私 两个匿名邮箱网站 无需填写手机号等隐私信息 购买后，自动发货，刷新一下当前页面，在帖子内容下面就可以看到 | C: 教程与文档,T: 新人必备9月27日测试可用必备专用搜索引擎12个支持中文搜索 || 新人必备9月27日测试可用必备专用搜索引擎12个支持中文搜索 | D: 暗网专用匿名邮箱 注册简单，无需手机验证 亲测可用，保护隐私必备 购买后自动发货，刷新当前页面，在帖子内容下面就可以看到 | C: 教程与文档,pending,,,
105,semantic_only,products_data.csv|__unknown__|seller_id:50451||products_data.csv|__unknown__|seller_id:567340,sockpuppet_primary,low,profile_lexical_neighbor,2.037686,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.214991,0.37387,T: 新人必备9月27日测试可用必备专用搜索引擎12个支持中文搜索 || 新人必备9月27日测试可用必备专用搜索引擎12个支持中文搜索 | D: 暗网专用匿名邮箱 注册简单，无需手机验证 亲测可用，保护隐私必备 购买后自动发货，刷新当前页面，在帖子内容下面就可以看到 | C: 教程与文档,T: 一次性匿名邮箱特殊用途专用拍完自动发货 || 一次性匿名邮箱特殊用途专用拍完自动发货 | D: 虚拟资源具有复制性不接受退货，自动发货，拍完自取 | C: 常规服务与操作,pending,,,
106,text_clone_primary,products_data.csv|__unknown__|seller_id:553494||products_data.csv|__unknown__|seller_id:707157,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.715062,alias_missing,true,__unknown__,__unknown__,,,,,直接拍数据就可以，MEGA网盘下载，截图有换行，实际数据是文本标准格式，可以导入表格或直接打印，一行一条,私人专拍,,0.225016,0.682483,T: 首发波斯尼亚和黑塞哥维那高消费有钱人14万条140美金 || 外汇投资数据一马约特7000条99美金 | D: 直接拍数据就可以，MEGA网盘下载，截图有换行，实际数据是文本标准格式，可以导入表格或直接打印，一行一条 | C: 数据与信息 || 私人专拍,T: 首发美国暴雪娱乐公司魔兽世界投资人数据30万条200美金 || 高净值管理人员科威特440万条500美金 | D: 直接拍数据就可以，MEGA网盘下载，截图有换行，实际数据是文本标准格式，可以导入表格或直接打印，一行一条 | C: 私人专拍 || 虚拟物品,pending,,,
107,semantic_structural,products_data.csv|__unknown__|seller_id:707156||products_data.csv|__unknown__|seller_id:707276,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.808364,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.548676,0.758154,"T: 低价出台湾证券数据 || 低价出台湾证券数据 | D: ""低价出台湾证券2000条320美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 低价出马来西亚华人华侨数据 || 低价出马来西亚华人华侨数据 | D: ""低价出马来西亚华人华侨200条20美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
108,semantic_only,products_data.csv|__unknown__|seller_id:536282||products_data.csv|__unknown__|seller_id:57048,sockpuppet_primary,low,profile_lexical_neighbor,2.031062,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.200516,0.413983,"T: 低价出APP人脸识别工具 || 低价出APP人脸识别工具 | D: 发货方式为自动发货,显示MEGA下载链接，安全保密 | C: 技术服务[非教程]",T: [人脸识别]过人脸识别技术的视频教程+所有工具资源 || [身份证+姓名]几百万身份证+姓名 | D: 无详情描述 | C: 教程与文档 || 虚拟物品,pending,,,
109,text_clone_primary,products_data.csv|__unknown__|seller_id:742494||products_data.csv|__unknown__|seller_id:755386,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone,7.712294,alias_missing,true,__unknown__,__unknown__,,,,,不会你申请退款就给你随意通过的 此套路技术为本人在暗网交易市场首发,技术服务[非教程],,0.285963,0.498258,T: 一一教你怎么约到女学生一绝非烂大街冷读术pua教程 || 一一教你怎么约到女学生一绝非烂大街冷读术pua教程 | D: 我这个教程不像有些人拿一些烂大街的冷读术之类的pua教程来糊弄 其实我们大部分人是没有机会跟这个年龄段的女孩子聊天认识的 | C: 技术服务[非教程] || 教程与文档,T: 一教你再怎么聊骚约炮也不怕老婆查你手机抓证据 || 一教你再怎么聊骚约炮也不怕老婆查你手机抓证据 | D: 也不需要删除聊天记录啥的 用了本方法之后可以添加上老婆的指纹 | C: 技术服务[非教程],pending,,,
110,semantic_structural,products_data.csv|__unknown__|seller_id:639133||products_data.csv|__unknown__|seller_id:733839,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.70609,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.571736,0.637837,T: 信誉商家老字号个人信息查询全天在线 || 个人信息车辆档案查询24h在线 | D: 银行核查等==提供SFZ号(拍30份） 车辆轨迹====出全国车辆抓拍时间地点等==提供车牌号码（拍14份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍2份） 三网手机机主信息====出机主信息==提供手机号(拍5份） 三网名下号码====出名下手机号==提供SFZ号(拍4份） 名下车辆==... | C: 常规服务与操作,T: 一手源头人車档案银行业务及各种商务信息咨询服务 || 一手源头人車档案银行业务及各种商务信息咨询服务 | D: 银行核查等==提供SFZ号(拍270份） 车辆轨迹==900==出全国车辆抓拍卡口时间地点等==提供车牌号码（拍135份） 身份证复印件==100==出身份证高清照(扫描件)==提供SFZ号(拍15份） 三网手机机主信息==400==出机主信息==提供手机号(拍60份） 三网名下号码==300==出名下手机号==... | C: 常规服务与操作,pending,,,
111,semantic_only,products_data.csv|__unknown__|seller_id:17036||products_data.csv|__unknown__|seller_id:45194,sockpuppet_primary,low,profile_lexical_neighbor,2.015826,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.194794,0.423531,T: 出售已实名上网卡、电话卡，移动电信联通17X 13X 15X 18X 香港手机卡 || 出售已实名上网卡、电话卡，移动电信联通17X 13X 15X 18X 香港手机卡 | D: 各种实名过的电话卡以及上网卡 香港手机卡（询价）：（国内可以用接打电话 收发短信） 流量卡（80一张）：每月100G 流量 已经实名随用随充 电话卡（询价）：13X 15X 18X 正规号段（贵） 17X号段（已实名，不是黑号） ===全新开号=== ===全部实名=== ===支持顺丰=== ===安心放心==... | C: 虚拟物品,T: 出售 移动联通电信已实名手机卡（包邮）开新帖 || 出售 移动联通电信已实名手机卡（包邮）开新帖 | D: 出售 移动联通电信已实名手机卡（包邮） 地区随机发 开卡地 深圳 广州 东莞 佛山汕头随机发 联通 电信月租6元，余额20-30 +每月返5元连返三个月 可以开1元日租流量 1元800M 移动 月租26元 余额5-30 不等 电信13/15/180/181 联通13* 移动 13* 14* 15*开头 国内包邮顺丰 | C: 实体发货商品,pending,,,
112,text_clone_primary,products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:529130,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.532212,alias_missing,true,__unknown__,__unknown__,,,,,如未回复，请首页搜索“美金”，在任意商品下留言我都会及时和你沟通,虚拟物品,,0.171137,0.752695,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,T: 币圈外汇股民领英数据一45274条领英一20美金 || 币圈外汇股民领英数据一45274条领英一20美金 | D: --------------------- ↓ 交易编号---44405-----广西省_贺州市女性身份证四要素494条76美金 交易编号---45169-----浙江省二建工程师建筑师完整温州2769条27美金 交易编号---47469-----全国混合医院医生护士1万条155美金11 交易编号---48127... | C: 虚拟物品,pending,,,
113,semantic_structural,products_data.csv|__unknown__|seller_id:23265||products_data.csv|__unknown__|seller_id:33511,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.637398,alias_missing,true,__unknown__,__unknown__,,,,,,常规服务与操作,,0.44192,0.992939,T: 查询服务，户籍/手机/全家 || 查询服务，户籍/手机/全家 | D: 个人户籍 0.003(身份证号) 全家户籍 0.009(身份证号) 婚姻信息 0.019(身份证号) 模糊查询 提供姓名/性别/大致年龄等信息查户籍--0.008 手机出户籍 0.020（提供实名手机号） 名下手机号 0.020(身份证号) 开房记录 0.020 (身份证号) 同住记录 0.025 (身份证号) | C: 常规服务与操作,T: 信息查询 || 信息查询 | D: 提供身份证可查： 个人户籍--0.004btc 全家户籍--0.010btc 航班检测--0.021btc 提供手机号： 手机号反查个人户籍--0.015btc 淘宝/京东/美团/饿了么/快递/收货地址--0.040btc 模糊查询 提供姓名/性别/大致年龄等信息查户籍--0.010btc 银行卡号正反查个人户籍... | C: 常规服务与操作,pending,,,
114,semantic_only,products_data.csv|__unknown__|seller_id:1882373||products_data.csv|__unknown__|seller_id:50374,sockpuppet_primary,low,profile_lexical_neighbor,1.91015,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.199328,0.357091,"T: 忘掉密码的2个比特币钱包文件总金额共计32550枚BTC || 最全数据恢复软件合集 | D: 有的钱包金额大，最多的31000枚比特币，你如果能破解出来，里面的比特币就是你的，你就能成首富了,哈哈 我一共发布了12个商品，你可以查下，看你自己需求，每个商品包里都有多个钱包文件，组合不同，价格实惠，最低只要9.9 USDT，最高129 USDT | C: 虚拟物品 || 技术服务[非教程]",T: 呦呦资源禽兽父亲性侵亲生女儿稀缺资源 || 呦呦资源禽兽父亲性侵亲生女儿稀缺资源 | D: 由于墙内政策调整，限制网络，先前用的梯子服务器极不稳定，所以把这个软件放出来给大家一起奔放一下，YouTube1080P不敢说，但720P绝对不卡 | C: 影视猎奇资源 || 虚拟物品,pending,,,
115,text_clone_primary,products_data.csv|__unknown__|seller_id:475252||products_data.csv|__unknown__|seller_id:575467,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.475346,alias_missing,true,__unknown__,__unknown__,,,,,其实不管之前网上怎么说什么不是每个女性都能获得高潮，或者说女性潮吹取决于女性自身，亦或是其他类似自我安慰的理由，都是你不愿意去了解改变自己的借口，这些都是可以通过一些简单的训练达到你意想不到的结果 || 相信广大男性都听说过pua课程能够帮你极大的提高把妹上床的概率，这个帖子也是一样，不管你本身性能力如何，通过男性女性篇的一些简单讲解和基本方法，任何人都能让女人高潮迭起，最终让很多女人就此离不开你 || 让女性高潮完全可以通过标准化操作实现。此贴旨在帮助广大男性极大提升性爱能力，当然你天赋异禀的话，那么不在此贴讨论范围内。 任何事情其实都可以通过科学系统的标准化训练，达到一个稳定的训练结果，也就是你们最想了解的——女性高潮。其实不管之前网上怎么说什么不是每个女性都能获得高潮，或者说女性潮吹取决于女性自身，亦或是其他类似自我安慰的理由，都是你不愿意去了解...,教程与文档,,0.218455,0.582308,T: 标准化性爱教程 即使身体条件一般也能让女孩子达到高潮 || 标准化性爱教程 即使身体条件一般也能让女孩子达到高潮 | D: 其实不管之前网上怎么说什么不是每个女性都能获得高潮，或者说女性潮吹取决于女性自身，亦或是其他类似自我安慰的理由，都是你不愿意去了解改变自己的借口，这些都是可以通过一些简单的训练达到你意想不到的结果 | C: 教程与文档,T: 五步陷阱猎杀情感操控术VIP视频赠送大卫爱情解密 || 女性密宗性爱按摩 | D: 你 在教程里所学到的每一个技巧和策略都是被我在实践中反复验证过的，你不可能在任何一个地方找到如此 系统化的教程——我保证 全套《他她X5》又名《蜕变X5》价值 全套《他她X5》又名《蜕变X5》核心教程（总共5本实体教程），是我长达五年的实战精华总结，以及我 旗下另外2名情场老手的全部经验汇总，交往总对象涉及700... | C: 技术服务[非教程] || 教程与文档,pending,,,
116,semantic_structural,products_data.csv|__unknown__|seller_id:707904||products_data.csv|__unknown__|seller_id:708128,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.61787,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.490296,0.838047,"T: 北上广深大学老师教授数据 || 北上广深大学老师教授数据 | D: ""北上广深大学老师教授6000条800美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 澳大利亚女性华人华侨_拼音_数据 || 澳大利亚女性华人华侨_拼音_数据 | D: ""澳大利亚女性华人华侨_拼音_31000条300美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
117,semantic_only,products_data.csv|__unknown__|seller_id:700061||products_data.csv|__unknown__|seller_id:707157,sockpuppet_primary,low,profile_lexical_neighbor,1.824896,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.187911,0.348715,T: 美国币粉币圈coinbase用户 || 美国币粉币圈coinbase用户 | D: ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条1770美金 交易编号---47369-----币... | C: 虚拟物品,T: 首发美国暴雪娱乐公司魔兽世界投资人数据30万条200美金 || 高净值管理人员科威特440万条500美金 | D: 直接拍数据就可以，MEGA网盘下载，截图有换行，实际数据是文本标准格式，可以导入表格或直接打印，一行一条 | C: 私人专拍 || 虚拟物品,pending,,,
118,text_clone_primary,products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:645809,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.326676,alias_missing,true,__unknown__,__unknown__,,,,,本帖长期有效 此贴为零售价，贴内未设置RMB的价格只设置了份数，价格会随着外面市场行情变动，拍前一定要看单价x份数,常规服务与操作,,0.201869,0.557731,T: 查档_开房_查所有_侦探_人肉_高级贴_14小时在线 || 低价位置信息查询资产婚姻开房社工帮忙 | D: 价格上下浮动我会在价格上调整 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码- 模糊查询-提供大概年龄+地区+名字-(拍5份) 犯罪记录-提供身份证号码-(拍4份) 网逃记录-提供身份证号码-(拍3份) 学信网学籍-提供身份证号码-(拍8份) 名下资产-提供身份证号码-(拍10... | C: 常规服务与操作,T: 搭建对标不夜城的网站 || 24小时查询服务 | D: 部分业务隔天 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码-(拍10份) 模糊查询-提供大概年龄+地区+名字(拍6份) 犯罪记录-提供身份证号码-(拍5份) 网逃记录-提供身份证号码-(拍5份) 开房同住记录-提供身份证号码-拍30份)（打码带系统查询时间） 开房记录-提供身... | C: 技术服务[非教程] || 常规服务与操作,pending,,,
119,semantic_structural,products_data.csv|__unknown__|seller_id:707276||products_data.csv|__unknown__|seller_id:707904,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.583054,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.513073,0.752308,"T: 低价出马来西亚华人华侨数据 || 低价出马来西亚华人华侨数据 | D: ""低价出马来西亚华人华侨200条20美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 北上广深大学老师教授数据 || 北上广深大学老师教授数据 | D: ""北上广深大学老师教授6000条800美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
120,semantic_only,products_data.csv|__unknown__|seller_id:533821||products_data.csv|__unknown__|seller_id:707157,sockpuppet_primary,low,profile_lexical_neighbor,1.821394,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.182036,0.364589,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,T: 首发美国暴雪娱乐公司魔兽世界投资人数据30万条200美金 || 高净值管理人员科威特440万条500美金 | D: 直接拍数据就可以，MEGA网盘下载，截图有换行，实际数据是文本标准格式，可以导入表格或直接打印，一行一条 | C: 私人专拍 || 虚拟物品,pending,,,
121,text_clone_primary,products_data.csv|__unknown__|seller_id:608103||products_data.csv|__unknown__|seller_id:732470,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.214592,alias_missing,true,__unknown__,__unknown__,,,,,表网的那些神乎其技的换脸视频用的都是这套技术，包括做的一些明星网红艳照门等等，都能做出非常逼真的效果 小白可根据教程也能轻松做出自己想要的，但这不像过人脸只是简单点头摇头等，这是一个换脸视频操作，你可以把它当成过人脸的升级款，但只要你肯花时间研究，我相信它绝对会比任何过人脸的软件做出来的更加完美，当然技术软件只是个工具，真正落实的是在于你们，用处就由你... || 同样的，由于低价出售，故不提供售后讲解，因为视频中已经将得很清楚了 另外在购买之前请确保您的电脑性能问题，那种老电脑请谨慎，能跑，但是会慢，建议配置运行内存不要小于2G，处理器至少I3或者更高，当然如果你是电脑高手当我没说 购买前请注意：虚拟资源可复制，一经购买，禁止退款 || 表网的那些神乎其技的换脸视频用的都是这套技术，包括做的一些明星网红艳照门等等，都能做出非常逼真的效果 小白可根据教程也能轻松做出自己想要的，但这不像过人脸只是简单点头摇头等，这是一个换脸视频操作，你可以把它当成过人脸的升级款，但只要你肯花时间研究，我相信它绝对会比任何过人脸的软件做出来的更加完美，当然技术软件只是个工具，真正落实的是在于你们，用处就由你...,教程与文档,,0.158587,0.631535,"T: 零基础催眠全套视频教程内部培训初中高级瞬间催眠元辰宫自动发货 || APP活体过人脸技术加过视频套餐自动发货 | D: 关于黄网目前最全面的教程，包含源码模板运营xi钱等等一应俱全，自动发货 两套教程一套基础面向小白，另一套进阶供大神参考 如果你是小白没有建站基础,一步 一步的按照教程来操作 那就绝对没有问题了 从最基础开始 ：域名的选择和购买 还有就是空间的操作，以及怎么样去配置好源码，数据的采集，手机软件的制作等等.....这... | C: 教程与文档",T: 2022年手机电脑虚拟人脸实名认证技术 || 2022年手机电脑虚拟人脸实名认证技术 | D: 表网的那些神乎其技的换脸视频用的都是这套技术，包括做的一些明星网红艳照门等等，都能做出非常逼真的效果 小白可根据教程也能轻松做出自己想要的，但这不像过人脸只是简单点头摇头等，这是一个换脸视频操作，你可以把它当成过人脸的升级款，但只要你肯花时间研究，我相信它绝对会比任何过人脸的软件做出来的更加完美，当然技术软件只是... | C: 技术服务[非教程] || 实体发货商品,pending,,,
122,semantic_structural,products_data.csv|__unknown__|seller_id:707156||products_data.csv|__unknown__|seller_id:708128,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.58214,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.437744,0.977838,"T: 低价出台湾证券数据 || 低价出台湾证券数据 | D: ""低价出台湾证券2000条320美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 澳大利亚女性华人华侨_拼音_数据 || 澳大利亚女性华人华侨_拼音_数据 | D: ""澳大利亚女性华人华侨_拼音_31000条300美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
123,semantic_only,products_data.csv|__unknown__|seller_id:562720||products_data.csv|__unknown__|seller_id:587139,sockpuppet_primary,low,profile_lexical_neighbor,1.81444,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.215727,0.260039,"T: 币圈外汇股民领英数据一46679条领英coach20美金 || 币圈外汇股民领英数据一46679条领英coach20美金 | D: 币圈外汇股民领英数据一46679条领英coach20美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",T: 重磅产交易用户土耳其银行土耳其加密货币62万条_长安数据2 || 香港银行已筛活跃账号1000条_长安数据2 | D: 低价出长安整站数据，原价20美金的商品，现降价为10美金 | C: 数据与信息,pending,,,
124,text_clone_primary,products_data.csv|__unknown__|seller_id:1829940||products_data.csv|__unknown__|seller_id:724984,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|structural_support,7.12042,alias_missing,true,__unknown__,__unknown__,,,,,简单的cc攻击技术，来自kali操作系统使用，该商品有脚本和详细的源代码zip，原始的代码教程，前提是你熟悉一定kali系统，这是针对给小白使用的，教程并不难使用，由于是虚拟物品拍下不退，自动发货mega,技术服务[非教程] || 教程与文档,,0.152581,0.602467,T: 首发ufonet如何制作僵尸网络机器人攻击 || 首发ufonet如何制作僵尸网络机器人攻击 | D: 首发ufonet如何制作僵尸网络机器人攻击，首先僵尸网络简称机器人，一个正常的网站可以接受正常的流量，一但使用成千上万的机器人攻击网站，他可能就挺不住了，这款技术就是教你如何去制作为了僵尸和去使用，攻击强大可以使用多种方式攻击对方，一款技术够你学用很多了，我看平台目前还没有这种，我作为首发，使用过程中发现不懂不会... | C: 技术服务[非教程] || 教程与文档,T: 教你如何约炮和撩妹技术不用颜值和金钱 || 任何的网络攻击渗透测试接单 | D: 任何的网络攻击，恶意攻击都可接单，成功程度取决于买家所提供的目标难度，基础的DDOS CC XSS 等攻击都可以实现 网络渗透接单，提供目标站进行测试扫描 流程:1.买家直接在下方发你的需求，说明清楚，提供准确的目标 2.我收到信息目标后开始测试扫描工作 3.优先放款的先接单 4.此单只是进行简单的扫描和测试目标... | C: 技术服务[非教程] || 教程与文档,pending,,,
125,semantic_structural,products_data.csv|__unknown__|seller_id:587139||products_data.csv|__unknown__|seller_id:587430,sockpuppet_primary,medium,profile_lexical_neighbor,4.545438,alias_missing,true,__unknown__,__unknown__,,,,,,数据与信息,,0.57752,0.540159,T: 重磅产交易用户土耳其银行土耳其加密货币62万条_长安数据2 || 香港银行已筛活跃账号1000条_长安数据2 | D: 低价出长安整站数据，原价20美金的商品，现降价为10美金 | C: 数据与信息,T: 加拿大领英加拿大外贸外贸邮箱外贸邮件530万长安数据3 || 卢森堡领英卢森堡外贸卢森堡公民15万长安数据3 | D: 长安数据整体降价，原价15美金的商品，现降价为9美金 | C: 数据与信息,pending,,,
126,semantic_only,products_data.csv|__unknown__|seller_id:587139||products_data.csv|__unknown__|seller_id:700060,sockpuppet_primary,low,profile_lexical_neighbor,1.762852,alias_missing,true,__unknown__,__unknown__,,,,,,,,0.188564,0.315734,T: 重磅产交易用户土耳其银行土耳其加密货币62万条_长安数据2 || 香港银行已筛活跃账号1000条_长安数据2 | D: 低价出长安整站数据，原价20美金的商品，现降价为10美金 | C: 数据与信息,"T: 币圈外汇股民领英数据一美国加利福尼亚州76万条76美金3 || 币圈外汇股民领英数据一美国加利福尼亚州76万条76美金3 | D: ""币圈外汇股民领英数据一美国加利福尼亚州76万条76美金3↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
127,text_clone_primary,products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:533821,sockpuppet_primary,high,shared_description_clone|structural_support,6.799016,alias_missing,true,__unknown__,__unknown__,,,,,如未回复，请首页搜索“美金”，在任意商品下留言我都会及时和你沟通,虚拟物品,,0.0,0.899508,T: 币圈外汇股民领英数据一45274条领英一20美金 || 币圈外汇股民领英数据一45274条领英一20美金 | D: --------------------- ↓ 交易编号---44405-----广西省_贺州市女性身份证四要素494条76美金 交易编号---45169-----浙江省二建工程师建筑师完整温州2769条27美金 交易编号---47469-----全国混合医院医生护士1万条155美金11 交易编号---48127... | C: 虚拟物品,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,pending,,,
128,semantic_structural,products_data.csv|__unknown__|seller_id:566317||products_data.csv|__unknown__|seller_id:700060,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,4.52202,alias_missing,true,__unknown__,__unknown__,,,,,,虚拟物品,,0.509156,0.733542,"T: 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 || 币圈外汇股民领英数据一美国新墨西哥州33万条33美金 | D: 澳大利亚币圈310万其一30万条300美金一14 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 币圈外汇股民领英数据一美国加利福尼亚州76万条76美金3 || 币圈外汇股民领英数据一美国加利福尼亚州76万条76美金3 | D: ""币圈外汇股民领英数据一美国加利福尼亚州76万条76美金3↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
