balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes,target_bucket,target_reason,target_action,suggested_label,suggested_confidence,source_step11_scorer_token,source_step11_graph_primary_threshold,source_step11_prob_positive,source_step11_score_rank_desc,source_step11_threshold_pass_bool,source_step11_graph_filter_retained_bool,embedding_cosine_bge_m3,structural_support_score_raw,profile_category_jaccard,style_gap_score,style_gap_feature_hit_count,boundary_distance_to_graph_threshold
309,semantic_only,market_item.xlsx|茶马古道|seller_raw:/shop/452993||market_item.xlsx|茶马古道|seller_raw:/shop/458726,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.623911,different_alias,true,茶马古道,茶马古道,/shop/452993,/shop/458726,,,,,,0.293234,0.238402,T: 日本注册卡，日本号码接码平台 || 日本注册卡，日本号码接码平台 | D: 需要大量日本注册卡，或者可以接日本手机号验证码的平台 有的加飞机SJ8886666 | C: 实物 || 数据,T: 求购日本注册卡，080/090开头就行，注册煤炉 || 求购日本注册卡，080/090开头就行，注册煤炉 | D: 日本注册卡能注册煤炉就行，080/090开头，日本卡卡，第一次20张，后面都是3000张 | C: 四件套号卡,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.623911,1592,1,0,0.854309,0.238402,0.0,3.324964,6,0.063911
310,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:56071||market_item.xlsx|中文暗网交易市场|seller_raw:84963,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.6827,different_alias,true,中文暗网交易市场,中文暗网交易市场,56071,84963,,,,虚拟物品,,0.158555,0.561905,"T: 出售微信实名绑卡（可解绑）收付款专用号 || 出售微信实名绑卡（可解绑）收付款专用号 | D: 拍一份等同一个号，付款后留下电报沟通发货.或板块私聊,协助改密 安全验证 注意事项 等（饭点时间段能较快与你联系） | C: 虚拟物品 || 私人专拍",T: 出售微信实名号 || 出售微信实名号 | D: 出售微信实名号 半年内实名 带收付款功能 | C: 虚拟物品,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.6827,274,1,0,0.827158,0.561905,0.5,3.261856,6,0.1227
311,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:63870||market_item.xlsx|中文暗网交易市场|seller_raw:65870,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.6827,different_alias,true,中文暗网交易市场,中文暗网交易市场,63870,65870,,,,实体物品,,0.219248,0.325313,T: 低价出售完美套牌走私车，同款同色车管所内部查档完美大套 || 低价出售完美套牌走私车，同款同色车管所内部查档完美大套 | D: 54W出16款奔驰S63 AMG/俗称穿着西装的禽兽5.5T双涡轮增压/585匹马力/黑色黑内饰/多功能方向盘/无匙进入/无匙启动/柏林之声音响/魔术车身/拨片换档/32向按摩座椅/底盘升降/软硬避震调节/360影像/超车辅助/防撞/鹿皮顶/独立空调/后排娱乐/四电动座椅/座椅通风加热/随转防夹功能/按摩座椅/七... | C: 实体物品,T: 批发中国移动话费充值卡密，洗白专用懂的来。 || 1U盾卡+OTC火币专拍 | D: 小额走本论坛发货，大额走网银转账资金来源不限制实现款到发货，前提需说明资金来源我方给到相应的收款方式，我们和xx公司签了协 议来款资金必须是合法资金，所以我们已经做好三方收款方式防范于未然、 关于卡密出售：我们为客户搜罗了目前大平台且信誉的回收平台做到上百万级别秒收秒提现，当然懂的人不用我在细说 | C: 实体物品 || 私人专拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.6827,275,1,0,0.840726,0.325313,0.333333,3.261044,5,0.1227
312,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:48851||market_item.xlsx|茶马古道|seller_raw:/shop/448464,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.528155,different_alias,false,中文暗网交易市场,茶马古道,48851,/shop/448464,,,,,,0.203972,0.119998,T: 身份证正反面+手持，高清 || 身份证正反面+手持，高清 | D: 全新的身份证正反面+手持，高清， | C: 虚拟物品,T: 台湾身份证正反面 银行卡号 高质量几十份 || 台湾身份证正反面 银行卡号 高质量几十份 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.528155,1947,0,0,0.845423,0.119998,0.0,3.260569,6,0.031845
313,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:37633||market_item.xlsx|茶马古道|seller_raw:/shop/453513,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.513229,different_alias,false,中文暗网交易市场,茶马古道,37633,/shop/453513,,,,,,0.22455,0.301765,T: 0.01 便宜500出，WX或者ZFB都可以，你开贴，我来拍，写linjuncheng 专拍 || 黑客接单日本菠菜网站 | D: 0.01 便宜500出，WX或者ZFB都可以，你开贴，我来拍，写linjuncheng 专拍 | C: 服务业务 || 私人专拍,T: 菠菜网站源码含搭建教程 || 菠菜网站源码含搭建教程 | D: 求购菠菜网站源码含搭建教程 站内交易 飞机＠alex5624 | C: 技术,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.513229,2170,0,0,0.786035,0.301765,0.0,3.243444,5,0.046771
314,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/399554||market_item.xlsx|茶马古道|seller_raw:/shop/446568,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.610836,different_alias,true,茶马古道,茶马古道,/shop/399554,/shop/446568,,,,数据,,0.175772,0.505485,T: 出售Lead国外网赚全套教程，重新改价低价出售 || 出售Lead国外网赚全套教程，重新改价低价出售 | D: 本人从事国外Lead项目几年，做过这个行业的朋友都知道暴力，赚的是美金长期稳定暴利，如果有好的CVV料做大刀让你月入惊人，之前购买几千块的加密教程经过解密，现在低价出售，教程很详细，只出售教程，不做技术支持，教程可复制，一旦出售出，不做退款处理，看好再下单 | C: 技术 || 数据,T: 最新能访问的中文暗网交易论坛 || 最新能访问的中文暗网交易论坛 | D: 最新能访问的中文暗网交易论坛 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.610836,1654,1,0,0.771203,0.505485,0.5,3.235161,4,0.050836
315,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:42982||market_item.xlsx|茶马古道|seller_raw:/shop/456121,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.511251,different_alias,false,中文暗网交易市场,茶马古道,42982,/shop/456121,,,,,,0.176569,0.59531,T: 大陆全境接亡单 || 大陆全境接亡单 | D: 人狠话不多，看资料说话 | C: 服务业务,T: 浙江地区来个接亡单、残单的，卖气枪的也可联系本人TG：@myjb18cm || 浙江地区来个接亡单、残单的，卖气枪的也可联系本人TG：@myjb18cm | D: 来个办事的，或者卖气枪的也行，浙江地区 | C: 服务,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.511251,2213,0,0,0.825225,0.59531,0.0,3.232841,5,0.048749
316,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:46164||market_item.xlsx|茶马古道|seller_raw:/shop/436848,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.523491,different_alias,false,中文暗网交易市场,茶马古道,46164,/shop/436848,,,,,,0.213094,0.448314,T: 可以使用微信，支付宝，亚马逊礼品卡，信用卡等购买比特币的网站 || 可以使用微信，支付宝，亚马逊礼品卡，信用卡等购买比特币的网站 | D: 1，可以使用微信，支付宝，亚马逊礼品卡，信用卡等购买比特币的网站，低手续费 | C: 数据资源,T: 长期大量收各国亚马逊礼品卷 亚马逊数据 || 长期大量收各国亚马逊礼品卷 亚马逊数据 | D: 长期大量收各国亚马逊礼品卷 亚马逊数据 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.523491,2066,0,0,0.769853,0.448314,0.0,3.228923,6,0.036509
317,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/393736||market_item.xlsx|茶马古道|seller_raw:/shop/8843,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.485512,different_alias,true,茶马古道,茶马古道,/shop/393736,/shop/8843,,,,数据,,0.209134,0.695201,T: 寻源头一手实时贷款数据。 || 寻源头一手实时贷款数据。 | D: 量大收一手实时隔夜被拒下款料 QQ27038952 | C: 数据,T: 求购一手实时网贷数据，申请，下款，回款。还有历史的也需要。 || 求购一手实时网贷数据，申请，下款，回款。还有历史的也需要。 | D: 求购一手实时网贷数据，申请，下款，回款 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.485512,2744,0,0,0.921571,0.695201,1.0,3.227549,5,0.074488
318,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:11457||market_item.xlsx|中文暗网交易市场|seller_raw:566597,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.480247,different_alias,true,中文暗网交易市场,中文暗网交易市场,11457,566597,,,,私人专拍,,0.164808,0.559168,T: 5000.5000.5000 专拍 || btc78841个人专拍 | D: Cvv教学，收徒。 | C: 私人专拍,T: 私人专拍贴他人勿扰 || 私人专拍贴他人勿扰 | D: 私人专拍贴他人勿扰私人专拍贴他人勿扰 | C: 私人专拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.480247,2922,0,0,0.825184,0.559168,1.0,3.226591,4,0.079753
319,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:36627||market_item.xlsx|茶马古道|seller_raw:/shop/461599,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.506737,different_alias,false,中文暗网交易市场,茶马古道,36627,/shop/461599,,,,,,0.235328,0.166015,T: C4级简易炸药制作教程 || 教师数据3w+ | D: 教师数据库是xls格式文件 里面包含了教师电话名字邮箱用户名通讯地址 还有毕业学校密码数据研究领域等等 文件具有复制性拍下就不可以退款 以网盘的形式发货 数据库里面有3w+ | C: 数据资源 || 技术技能,T: 简易炸药教程 - 电雷管的制作（自动发货） || 简易炸药教程 - 电雷管的制作（自动发货） | C: 技术,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.506737,2276,0,0,0.76056,0.166015,0.0,3.225725,4,0.053263
320,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:640668||market_item.xlsx|茶马古道|seller_raw:/shop/228,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.523491,different_alias,false,中文暗网交易市场,茶马古道,640668,/shop/228,,,,,,0.287574,0.431038,T: 最新Facebook5点33亿泄露数据 || 最新Facebook5点33亿泄露数据 | D: 数据文件：hongkong.txt 数据包含：手机号码，UID，电子邮件（少量），性，名字，性别，注册时间，出生日期，城市等 | C: 数据资源,T: 2019领英泄露数据 || 2019领英泄露数据 | D: 2019领英泄露数据，6000万用户信息 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.523491,2073,0,0,0.785226,0.431038,0.0,3.225221,6,0.036509
321,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:24172||market_item.xlsx|茶马古道|seller_raw:/shop/406711,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.490263,different_alias,false,中文暗网交易市场,茶马古道,24172,/shop/406711,,,,,,0.258094,0.24917,"T: 私拍私拍-狂人 || 私拍私拍-狂人 | D: 共计100条数据,1元一条 | C: 私人专拍",T: https://www.cfd139.com/6.5萬數據 5.25更新脫褲 需要的点击 || HHACKERLIN私拍 闲人勿拍 | D: 和买家私下协商好了。数据保真即可。不以任何理由退款 | C: 数据 || 担保私拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.490263,2657,0,0,0.784979,0.24917,0.0,3.222079,6,0.069737
322,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/428787||market_item.xlsx|茶马古道|seller_raw:/shop/7157,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.642729,different_alias,true,茶马古道,茶马古道,/shop/428787,/shop/7157,,,,数据,,0.148765,0.572459,T: 最新 每天实时更新淘宝购物，京东购物，唯品会购物母婴购物带快递单号料子2021.4.9 || 出售2021.4.12彩票 料子 博彩体育竞技视讯料子 | D: 历史最全的暗网网址，全球暗网大全最常用的暗网， 包含了399个网址 拍下后，自动发货，打开链接会看到399个暗网网址 | C: 数据 || 虚拟,T: 【收-女性贷款料、女性裸贷料】 || 【收-女性贷款料、女性裸贷料】 | D: 【收-女性贷款料、女性裸贷料】 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.642729,1320,1,0,0.827013,0.572459,0.5,3.221082,6,0.082729
323,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:438470||market_item.xlsx|中文暗网交易市场|seller_raw:45288,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.646858,different_alias,true,中文暗网交易市场,中文暗网交易市场,438470,45288,,,,数据资源,,0.143787,0.56707,T: 19年1月至6月份股票配资精准活跃粉82153条 || 19万股票精准粉低价格出售 | D: 数据格式：姓名，电话，金额 非一手数据，介意勿拍 拍下自动发货，一旦售出，概不退款 | C: 数据资源,T: 出售 一手 8月份股民数据 4W条 || 出售 一手 8月份股民数据 4W条 | D: 一万条股民数据 | C: 数据资源 || 私人专拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.646858,1218,1,0,0.805606,0.56707,0.5,3.218888,6,0.086858
324,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:40037||market_item.xlsx|中文暗网交易市场|seller_raw:5995,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.657163,different_alias,true,中文暗网交易市场,中文暗网交易市场,40037,5995,,,,,,0.205889,0.190976,T: ss ，v2 vpn账号出售 || ss ，v2 vpn账号出售 | C: 虚拟物品,T: Expressvpn账号出售1年有效期，【淘宝铺】诚出精品 || Expressvpn账号出售1年有效期，【淘宝铺】诚出精品 | D: 无失效日期， cvv测活神器并不是市面上的免费版，（官网承诺永不杀卡）通道赠送，免费检查100条或者一个月，之后也可推荐自主注册充值 | C: 基础知识 || 其它类别,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.657163,944,1,0,0.750372,0.190976,0.0,3.207539,5,0.097163
325,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/445120||market_item.xlsx|茶马古道|seller_raw:/shop/446950,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.631395,different_alias,true,茶马古道,茶马古道,/shop/445120,/shop/446950,,,,洗车精洗,,0.327675,0.516667,T: 1111111111111111111111111 || 111111111111111111111 | D: 11111111111111111 | C: 数据 || 洗车精洗,T: 专业洗车/代收/代付 || 专业洗车/代收/代付 | D: 专业洗车/代收/代付 | C: 洗车精洗,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.631395,1499,1,0,0.883462,0.516667,0.5,3.202055,5,0.071395
326,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:576252||market_item.xlsx|茶马古道|seller_raw:/shop/433651,sockpuppet_primary,high,shared_title_clone|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.515635,different_alias,false,中文暗网交易市场,茶马古道,576252,/shop/433651,,身份证手持照_身份证正反面照400套_自动发货,,,,0.0,0.151634,T: 身份证手持照_身份证正反面照400套_自动发货 || 身份证手持照_身份证正反面照400套_自动发货 | D: 400套身份证手持照，身份证正反面照， 图片清晰（参考图片）、真实有效、用处多多 | C: 虚拟物品,T: 犯事如何防被抓，万一被抓如何无证据释放，精简！详细！全面！ || 犯事如何防被抓，万一被抓如何无证据释放，精简！详细！全面！ | D: 1、直邮取件注意事项（同样适用于国内收货） 2-一旦翻车，Cop审问逻辑，你该如何回答，并帮助你安全脱险，包括以下4小点： 1.出事后你将面临的流程 2.涉及的相关法律 3.口供 4.态度 本文纯手工打制，结合自己多年经验，当初因为自己一次失足，吃了3年公粮，吃一堑长十智，教你如何化险为夷，这篇文章有可能是你人生... | C: 技术 || 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.515635,2140,0,0,0.847132,0.151634,0.0,3.201003,5,0.044365
327,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/429049||market_item.xlsx|茶马古道|seller_raw:/shop/446950,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.623911,different_alias,true,茶马古道,茶马古道,/shop/429049,/shop/446950,,,,洗车精洗,,0.165934,0.559724,T: 一手团队代收各类rmb黑灰资金，各种回款渠道欢迎老板来聊 || 专业洗车一比一回可回u，rmb现金等业务 | D: 洗车代收各类黑灰资金，可回u，rmb现金等业务，一比一回干净效率，需要的老板拍下tg号联系，可走茶马担保 | C: 洗车精洗 || 其它,T: 专业洗车/代收/代付 || 专业洗车/代收/代付 | D: 专业洗车/代收/代付 | C: 洗车精洗,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.623911,1591,1,0,0.806966,0.559724,0.333333,3.1914,5,0.063911
328,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/447033||market_item.xlsx|茶马古道|seller_raw:/shop/451926,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.522811,different_alias,true,茶马古道,茶马古道,/shop/447033,/shop/451926,,,,技术,,0.143763,0.551106,T: 短信轰炸轰人专用 || 短信轰炸轰人专用 | D: 这是一款能够自动挖比特币的浏览器，不用投资，就不用花时间，你只需要使用他就可以帮你赚钱 | C: 技术,T: 2021私藏福利，6约炮直播软件+2约炮平台 || 2021新手搭建网站变现教程 | D: 第一个网站： --------------------------------------------------- 第二个网站： -------------------------------------------------- 第一个APP： --------------------------------... | C: 技术 || 虚拟,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.522811,2076,0,0,0.838991,0.551106,0.5,3.188738,6,0.037189
329,semantic_only,market_item.xlsx|茶马古道|seller_raw:/shop/440032||market_item.xlsx|茶马古道|seller_raw:/shop/441741,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.529779,different_alias,true,茶马古道,茶马古道,/shop/440032,/shop/441741,,,,,,0.230011,0.17187,T: 网贷数据寻求一技术 || 网贷数据寻求一技术 | D: 要求是自己会技术 确保数据实时且一手 有能力者来谈蝙蝠5729984 | C: 技术,"T: 收WD网贷数据,QQ:3008927367,飞机@vip622 || 收WD网贷数据,Q:3008927367,飞机@vip622 | C: 数据",reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.529779,1941,0,0,0.871461,0.17187,0.0,3.178082,5,0.030221
330,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:39215||market_item.xlsx|中文暗网交易市场|seller_raw:526920,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.483246,different_alias,true,中文暗网交易市场,中文暗网交易市场,39215,526920,,,,私人专拍,,0.391327,0.631974,T: mywayorhighway的私人专拍，0.0016btc || mywayorhighway的私人专拍，0.0016btc | D: 他人勿拍。 | C: 私人专拍,T: TG无名无的私拍 || rjones的私拍 | D: 闲人勿拍闲人勿拍闲人勿拍闲人勿拍闲人勿拍闲人勿拍闲人勿拍闲人勿拍 | C: 私人专拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.483246,2834,0,0,0.808016,0.631974,1.0,3.173489,5,0.076754
331,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:551033||market_item.xlsx|中文暗网交易市场|seller_raw:565149,sockpuppet_primary,high,profile_lexical_neighbor|shared_title_clone|boundary_expansion|high_semantic_style_divergence|zero_shot_bge,0.488073,different_alias,true,中文暗网交易市场,中文暗网交易市场,551033,565149,,私拍链接闲人勿扰,,私人专拍,,0.388214,0.417112,T: 信贷放款_2020年客户数据139000条_贷款 || 私拍链接闲人勿扰 | D: 2020年上海，北京，广州，深圳，天津小牛工薪贷放款客户数据139000条，自动发货， 包括客户姓名\客户手机\身份证\婚姻状况\配偶姓名\配偶手机\城市\期数\放款金额\合同金额 独家资源，内容看图 | C: 私人专拍 || 数据资源,T: 私拍链接闲人勿扰 || 私拍链接闲人勿扰 | D: 私拍链接闲人勿扰私拍链接闲人勿扰私拍链接闲人勿扰私拍链接闲人勿扰 | C: 私人专拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support.",negative_probe_high_semantic_style_divergence,boundary_expansion|high_semantic_style_divergence|zero_shot_bge,review_existing_pending_queue_row,negative_candidate,medium,core_zero_shot_bge_m3,0.56,0.488073,2700,0,0,0.788241,0.417112,0.5,3.170248,5,0.071927
