pair_uid,data_bucket,candidate_language,split_name,split_component_id,review_label,review_stratum,usable_for_supervision,usable_for_core_transfer,candidate_rule_hits,shared_contact_count,shared_pgp_fingerprint_count,shared_title_count,shared_description_count,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,structural_support_score_raw,source_seller_raw_left,source_seller_raw_right,identity_label,evidence_type,evidence_type_confident,identity_training_eligible,has_direct_identifier_signal,has_template_clone_signal,has_semantic_topic_signal,has_public_contact_or_url_noise_signal,evidence_type_reasons
market_item.xlsx|中文暗网交易市场|seller_raw:581460||market_item.xlsx|茶马古道|seller_raw:/shop/427282,zh_target_strict,zh,train,comp_00001,negative,text_clone_primary,1,1,,,,,,0.918328,0.88074,0.949618,0.448777,581460,/shop/427282,different_controller,public_contact_or_url_noise,1,1,0,1,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|中文暗网交易市场|seller_raw:31252||market_item.xlsx|中文暗网交易市场|seller_raw:45139,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.929397,0.901376,0.873931,0.583469,31252,45139,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:26383||market_item.xlsx|茶马古道|seller_raw:/shop/404544,zh_target_strict,zh,train,comp_00024,positive,semantic_only,1,1,,,,,,0.925099,0.880155,0.948941,0.490378,26383,/shop/404544,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:605607||market_item.xlsx|中文暗网交易市场|seller_raw:605912,zh_target_strict,zh,train,silver_train_comp_00167,positive,semantic_structural,1,1,,,,,,0.962241,0.938657,0.976824,0.875591,605607,605912,same_controller,same_controller_component_anchor,1,1,0,0,0,0,review_notes_component_anchor_keyword
market_item.xlsx|中文暗网交易市场|seller_raw:24304||market_item.xlsx|茶马古道|seller_raw:/shop/434275,zh_target_strict,zh,test,comp_00016,negative,semantic_only,1,1,,,,,,0.904631,0.880378,0.910063,0.450641,24304,/shop/434275,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:606038||market_item.xlsx|茶马古道|seller_raw:/shop/453234,zh_target_strict,zh,train,silver_train_comp_00119,positive,text_clone_primary,1,1,,,,,,0.935338,0.910567,0.934534,0.290501,606038,/shop/453234,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:39215||market_item.xlsx|中文暗网交易市场|seller_raw:99610,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.919022,0.848748,0.875988,0.604935,39215,99610,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:331032||market_item.xlsx|茶马古道|seller_raw:/shop/435993,zh_target_strict,zh,train,comp_00037,negative,semantic_only,1,1,,,,,,0.883069,0.837601,0.867622,0.480769,331032,/shop/435993,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:605878||market_item.xlsx|茶马古道|seller_raw:/shop/446570,zh_target_strict,zh,train,silver_train_comp_00090,positive,text_clone_primary,1,1,,,,,,0.960697,0.967843,0.974472,0.368932,605878,/shop/446570,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:27792||market_item.xlsx|中文暗网交易市场|seller_raw:70467,zh_target_strict,zh,test,comp_00028,negative,semantic_structural,1,1,,,,,,0.955473,0.927991,0.913627,0.823842,27792,70467,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/455678||market_item.xlsx|茶马古道|seller_raw:/shop/465364,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.955751,0.937144,0.958575,0.372269,/shop/455678,/shop/465364,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/463435||market_item.xlsx|茶马古道|seller_raw:/shop/468839,zh_target_strict,zh,valid,comp_00212,negative,text_clone_primary,1,1,,,,,,0.948596,0.890294,0.970707,0.515497,/shop/463435,/shop/468839,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_description_clone|feature_shared_description_count|feature_shared_low_df_sentence_count|review_stratum:text_clone
market_item.xlsx|中文暗网交易市场|seller_raw:333110||market_item.xlsx|中文暗网交易市场|seller_raw:375149,zh_target_strict,zh,train,comp_00038,positive,semantic_structural,1,1,,,,,,0.968833,0.957626,0.972773,0.995033,333110,375149,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:566597||market_item.xlsx|中文暗网交易市场|seller_raw:581981,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.914765,0.785909,0.885822,0.416775,566597,581981,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/422163||market_item.xlsx|茶马古道|seller_raw:/shop/5950,zh_target_strict,zh,test,comp_00179,positive,semantic_structural,1,1,,,,,,0.948294,0.93388,0.971326,0.768748,/shop/422163,/shop/5950,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:504138||market_item.xlsx|中文暗网交易市场|seller_raw:67272,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.906975,0.824557,0.845124,0.427873,504138,67272,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/406110||market_item.xlsx|茶马古道|seller_raw:/shop/8712,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.90806,0.875004,0.884575,0.467716,/shop/406110,/shop/8712,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:18224||market_item.xlsx|中文暗网交易市场|seller_raw:486915,zh_target_strict,zh,train,comp_00013,negative,semantic_only,1,1,,,,,,0.915777,0.873533,0.886435,0.371089,18224,486915,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/416838||market_item.xlsx|茶马古道|seller_raw:/shop/422698,zh_target_strict,zh,valid,comp_00141,positive,semantic_structural,1,1,,,,,,0.903972,0.810853,0.956037,0.794991,/shop/416838,/shop/422698,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/400324||market_item.xlsx|茶马古道|seller_raw:/shop/400380,zh_target_strict,zh,test,comp_00150,positive,semantic_only,1,1,,,,,,0.940799,0.902485,0.972053,0.43826,/shop/400324,/shop/400380,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/413268||market_item.xlsx|茶马古道|seller_raw:/shop/882,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.966076,0.97311,0.973206,0.990923,/shop/413268,/shop/882,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:38978||market_item.xlsx|中文暗网交易市场|seller_raw:68788,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.919342,0.847228,0.874898,0.471037,38978,68788,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:346677||market_item.xlsx|中文暗网交易市场|seller_raw:459538,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.890479,0.810469,0.872806,0.922164,346677,459538,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:579292||market_item.xlsx|茶马古道|seller_raw:/shop/430143,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.94644,0.882776,0.875474,0.317213,579292,/shop/430143,uncertain,uncertain_insufficient_evidence,0,0,0,0,1,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:605928||market_item.xlsx|茶马古道|seller_raw:/shop/453234,zh_target_strict,zh,train,silver_train_comp_00100,positive,text_clone_primary,1,1,,,,,,0.939822,0.909673,0.962379,0.294093,605928,/shop/453234,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:210589||market_item.xlsx|中文暗网交易市场|seller_raw:346677,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.951823,0.900876,0.926616,0.871349,210589,346677,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:29159||market_item.xlsx|中文暗网交易市场|seller_raw:99610,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.919355,0.887248,0.876166,0.36377,29159,99610,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/427282||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict,zh,train,comp_00001,negative,text_clone_primary,1,1,,,,,,0.952282,0.891048,0.901401,0.720791,/shop/427282,/shop/464140,different_controller,public_contact_or_url_noise,1,1,0,1,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|中文暗网交易市场|seller_raw:31478||market_item.xlsx|茶马古道|seller_raw:/shop/429133,zh_target_strict,zh,valid,comp_00035,negative,semantic_only,1,1,,,,,,0.901044,0.826909,0.874532,0.375916,31478,/shop/429133,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:605669||market_item.xlsx|茶马古道|seller_raw:/shop/446583,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.930379,0.933797,0.943953,0.26187,605669,/shop/446583,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:346677||market_item.xlsx|中文暗网交易市场|seller_raw:58949,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.942497,0.916731,0.929863,0.858568,346677,58949,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:42402||market_item.xlsx|中文暗网交易市场|seller_raw:44207,zh_target_strict,zh,valid,comp_00021,negative,semantic_only,1,1,,,,,,0.916054,0.873103,0.916936,0.468107,42402,44207,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/414476||market_item.xlsx|茶马古道|seller_raw:/shop/437655,zh_target_strict,zh,test,comp_00164,positive,semantic_structural,1,1,,,,,,0.95871,0.928679,0.964796,0.804751,/shop/414476,/shop/437655,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/422381||market_item.xlsx|茶马古道|seller_raw:/shop/445,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.939215,0.900481,0.864523,0.494178,/shop/422381,/shop/445,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|茶马古道|seller_raw:/shop/411514,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.909574,0.839947,0.870188,0.453131,41552,/shop/411514,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/448519||market_item.xlsx|茶马古道|seller_raw:/shop/9644,zh_target_strict,zh,test,comp_00069,negative,semantic_structural,1,1,,,,,,0.945092,0.897614,0.901933,0.685406,/shop/448519,/shop/9644,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:363589||market_item.xlsx|茶马古道|seller_raw:/shop/463911,zh_target_strict,zh,valid,comp_00046,negative,semantic_only,1,1,,,,,,0.901979,0.879884,0.907256,0.480064,363589,/shop/463911,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:596096||market_item.xlsx|茶马古道|seller_raw:/shop/446569,zh_target_strict,zh,train,silver_train_comp_00073,positive,text_clone_primary,1,1,,,,,,0.927635,0.925857,0.935617,0.30236,596096,/shop/446569,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:462296||market_item.xlsx|中文暗网交易市场|seller_raw:605663,zh_target_strict,zh,train,silver_train_comp_00158,positive,semantic_structural,1,1,,,,,,0.970799,0.948418,0.979573,0.984648,462296,605663,same_controller,same_controller_component_anchor,1,1,0,0,0,0,review_notes_component_anchor_keyword
market_item.xlsx|茶马古道|seller_raw:/shop/393365||market_item.xlsx|茶马古道|seller_raw:/shop/441359,zh_target_strict,zh,train,comp_00136,negative,semantic_only,1,1,,,,,,0.924899,0.876467,0.943084,0.496903,/shop/393365,/shop/441359,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:562811||market_item.xlsx|茶马古道|seller_raw:/shop/398502,zh_target_strict,zh,test,comp_00105,negative,text_clone_primary,1,1,,,,,,0.922037,0.879667,0.923465,0.259235,562811,/shop/398502,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_description_clone|feature_has_shared_title_clone|feature_shared_description_count|feature_shared_low_df_sentence_count|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|茶马古道|seller_raw:/shop/406698||market_item.xlsx|茶马古道|seller_raw:/shop/590,zh_target_strict,zh,test,comp_00159,negative,semantic_only,1,1,,,,,,0.941957,0.873605,0.809184,0.478439,/shop/406698,/shop/590,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:44184||market_item.xlsx|茶马古道|seller_raw:/shop/424764,zh_target_strict,zh,train,comp_00062,negative,text_clone_primary,1,1,,,,,,0.951448,0.91217,0.977059,0.282067,44184,/shop/424764,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_description_clone|feature_shared_description_count|feature_shared_low_df_sentence_count|review_stratum:text_clone
market_item.xlsx|中文暗网交易市场|seller_raw:29159||market_item.xlsx|中文暗网交易市场|seller_raw:31252,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.921657,0.893904,0.869757,0.326088,29159,31252,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|茶马古道|seller_raw:/shop/395024||market_item.xlsx|茶马古道|seller_raw:/shop/407096,zh_target_strict,zh,test,comp_00143,negative,semantic_only,1,1,,,,,,0.922186,0.842797,0.935164,0.371927,/shop/395024,/shop/407096,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:346677||market_item.xlsx|中文暗网交易市场|seller_raw:470183,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.948561,0.907296,0.925742,0.672935,346677,470183,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:560066||market_item.xlsx|中文暗网交易市场|seller_raw:566597,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.92069,0.773668,0.833691,0.420334,560066,566597,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:47690||market_item.xlsx|中文暗网交易市场|seller_raw:70936,zh_target_strict,zh,valid,comp_00021,negative,semantic_only,1,1,,,,,,0.920891,0.887153,0.895147,0.462311,47690,70936,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:579292||market_item.xlsx|中文暗网交易市场|seller_raw:582222,zh_target_strict,zh,train,silver_train_comp_00043,positive,text_clone_primary,1,1,,,,,,0.964301,0.958971,0.977193,0.977575,579292,582222,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/2242||market_item.xlsx|茶马古道|seller_raw:/shop/414445,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.950086,0.906481,0.965112,0.74285,/shop/2242,/shop/414445,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:31252||market_item.xlsx|中文暗网交易市场|seller_raw:68788,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.924153,0.837144,0.834047,0.398305,31252,68788,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:264776||market_item.xlsx|茶马古道|seller_raw:/shop/385,zh_target_strict,zh,train,comp_00025,positive,semantic_only,1,1,,,,,,0.903607,0.799629,0.92741,0.248206,264776,/shop/385,same_controller,same_controller_style_structural_soft,1,1,0,0,1,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/415759||market_item.xlsx|茶马古道|seller_raw:/shop/510,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.936985,0.871468,0.915857,0.745485,/shop/415759,/shop/510,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/438232||market_item.xlsx|茶马古道|seller_raw:/shop/469170,zh_target_strict,zh,test,comp_00181,negative,semantic_only,1,1,,,,,,0.933826,0.8868,0.871839,0.443432,/shop/438232,/shop/469170,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:605668||market_item.xlsx|茶马古道|seller_raw:/shop/453265,zh_target_strict,zh,train,silver_train_comp_00108,positive,text_clone_primary,1,1,,,,,,0.951143,0.911858,0.955107,0.301256,605668,/shop/453265,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/417184||market_item.xlsx|茶马古道|seller_raw:/shop/643,zh_target_strict,zh,valid,comp_00124,negative,semantic_only,1,1,,,,,,0.902483,0.800336,0.805274,0.369082,/shop/417184,/shop/643,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:605663||market_item.xlsx|茶马古道|seller_raw:/shop/453265,zh_target_strict,zh,train,silver_train_comp_00131,positive,text_clone_primary,1,1,,,,,,0.942724,0.934671,0.96197,0.310473,605663,/shop/453265,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|茶马古道|seller_raw:/shop/394332||market_item.xlsx|茶马古道|seller_raw:/shop/418024,zh_target_strict,zh,test,comp_00140,negative,semantic_only,1,1,,,,,,0.919606,0.878016,0.871971,0.494547,/shop/394332,/shop/418024,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/421560||market_item.xlsx|茶马古道|seller_raw:/shop/458931,zh_target_strict,zh,test,comp_00177,positive,semantic_only,1,1,,,,,,0.946428,0.900068,0.915946,0.29226,/shop/421560,/shop/458931,same_controller,same_controller_style_structural_soft,1,1,0,0,1,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:30720||market_item.xlsx|中文暗网交易市场|seller_raw:59280,zh_target_strict,zh,train,comp_00032,negative,semantic_only,1,1,,,,,,0.925476,0.858632,0.879156,0.487042,30720,59280,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:238529||market_item.xlsx|茶马古道|seller_raw:/shop/463180,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.878635,0.827034,0.875874,0.328712,238529,/shop/463180,uncertain,uncertain_insufficient_evidence,0,0,0,0,1,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:19453||market_item.xlsx|中文暗网交易市场|seller_raw:55721,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.925824,0.837574,0.899398,0.353828,19453,55721,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|茶马古道|seller_raw:/shop/425485||market_item.xlsx|茶马古道|seller_raw:/shop/451071,zh_target_strict,zh,test,comp_00185,negative,semantic_only,1,1,,,,,,0.921389,0.878458,0.92251,0.489044,/shop/425485,/shop/451071,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:482639||market_item.xlsx|茶马古道|seller_raw:/shop/425743,zh_target_strict,zh,train,comp_00076,negative,text_clone_primary,1,1,,,,,,0.929628,0.870263,0.930847,0.287817,482639,/shop/425743,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_description_clone|feature_has_shared_title_clone|feature_shared_description_count|feature_shared_low_df_sentence_count|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|中文暗网交易市场|seller_raw:596096||market_item.xlsx|中文暗网交易市场|seller_raw:605607,zh_target_strict,zh,train,silver_train_comp_00165,positive,semantic_structural,1,1,,,,,,0.945235,0.907012,0.979913,0.963772,596096,605607,same_controller,same_controller_component_anchor,1,1,0,1,0,0,review_notes_component_anchor_keyword
market_item.xlsx|茶马古道|seller_raw:/shop/429571||market_item.xlsx|茶马古道|seller_raw:/shop/429593,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.958866,0.856845,0.905113,0.391,/shop/429571,/shop/429593,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:443482||market_item.xlsx|中文暗网交易市场|seller_raw:557105,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.914094,0.865474,0.896972,0.483174,443482,557105,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:575508||market_item.xlsx|茶马古道|seller_raw:/shop/461463,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.925878,0.902574,0.940764,0.301752,575508,/shop/461463,uncertain,uncertain_insufficient_evidence,0,0,0,0,1,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:582675||market_item.xlsx|茶马古道|seller_raw:/shop/426103,zh_target_strict,zh,valid,comp_00109,negative,text_clone_primary,1,1,,,,,,0.918107,0.856212,0.907252,0.298585,582675,/shop/426103,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_has_shared_description_clone|feature_has_shared_title_clone|feature_shared_description_count|feature_shared_low_df_sentence_count|feature_shared_rare_ngram_count|feature_shared_title_count|review_stratum:text_clone
market_item.xlsx|茶马古道|seller_raw:/shop/444654||market_item.xlsx|茶马古道|seller_raw:/shop/462494,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.977951,0.970772,0.970555,0.995862,/shop/444654,/shop/462494,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:29159||market_item.xlsx|中文暗网交易市场|seller_raw:45139,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.910456,0.859821,0.86127,0.469112,29159,45139,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:565149||market_item.xlsx|中文暗网交易市场|seller_raw:567845,zh_target_strict,zh,train,comp_00001,negative,semantic_structural,1,1,,,,,,0.969987,0.950676,0.972757,1.0,565149,567845,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:365633||market_item.xlsx|中文暗网交易市场|seller_raw:68788,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.905104,0.839598,0.878068,0.451404,365633,68788,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:443482||market_item.xlsx|中文暗网交易市场|seller_raw:517166,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.908188,0.8734,0.901842,0.322787,443482,517166,uncertain,uncertain_insufficient_evidence,0,0,0,0,1,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:29159||market_item.xlsx|中文暗网交易市场|seller_raw:365633,zh_target_strict,zh,train,comp_00001,negative,semantic_only,1,1,,,,,,0.909664,0.877114,0.883167,0.357518,29159,365633,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|中文暗网交易市场|seller_raw:566277||market_item.xlsx|中文暗网交易市场|seller_raw:604051,zh_target_strict,zh,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.957789,0.926276,0.977385,0.879311,566277,604051,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|茶马古道|seller_raw:/shop/435860||market_item.xlsx|茶马古道|seller_raw:/shop/449500,zh_target_strict,zh,test,comp_00088,negative,semantic_only,1,1,,,,,,0.910562,0.834181,0.811602,0.345979,/shop/435860,/shop/449500,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|茶马古道|seller_raw:/shop/460561||market_item.xlsx|茶马古道|seller_raw:/shop/468677,zh_target_strict,zh,test,comp_00219,positive,semantic_structural,1,1,,,,,,0.973733,0.92044,0.923409,0.524661,/shop/460561,/shop/468677,same_controller,same_controller_style_structural_soft,1,1,0,0,0,0,positive_without_direct_identifier
market_item.xlsx|中文暗网交易市场|seller_raw:117821||market_item.xlsx|茶马古道|seller_raw:/shop/410158,zh_target_strict,zh,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.886018,0.841229,0.892241,0.353622,117821,/shop/410158,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|中文暗网交易市场|seller_raw:45288||market_item.xlsx|中文暗网交易市场|seller_raw:536887,zh_target_strict,zh,test,comp_00060,negative,semantic_only,1,1,,,,,,0.938096,0.854452,0.842255,0.454768,45288,536887,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
