candidate_rank,queue_type,candidate_subtype,data_bucket,pair_uid,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,review_stratum,candidate_rule_hits,evidence_signal_type,evidence_value,evidence_seller_frequency,existing_review_status,existing_review_label,existing_review_notes,existing_source_path,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,lexical_similarity,structural_support_score,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,candidate_score,evidence_reasons,left_title_snippet,right_title_snippet,left_description_snippet,right_description_snippet,left_profile_preview,right_profile_preview,review_status,proposed_review_focus,label_instruction
308,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:539997||market_item.xlsx|茶马古道|seller_raw:/shop/398502,market_item.xlsx|中文暗网交易市场|seller_raw:539997,market_item.xlsx|茶马古道|seller_raw:/shop/398502,中文暗网交易市场,茶马古道,539997,/shop/398502,text_clone_primary,profile_lexical_neighbor|shared_description_clone|shared_title_clone,,,,,,,,,月初网贷下款料_运营商拦截数据16800条,运营商短信拦截的下款料 有手机，地区，短信内容（包含平台内容），时间 时间是本月上旬的，如图 自动发货，16800多条 || 运营商短信拦截的下款料 有手机，地区，短信内容（包含平台内容），时间 时间是本月上旬的，如图 自动发货，16800多条。 包含到的台子有100多个，全部都是下款成功的。 这批数据量算挺多，打包价很实惠了，要的速度用,,0.221448,0.289251,0.906888,0.848227,0.870736,84.767725,template_or_clone_overlap|shared_title_count=1|shared_description_count=2,,,,,T: 月初网贷下款料_运营商拦截数据16800条 || 月初网贷下款料_运营商拦截数据16800条 | D: 运营商短信拦截的下款料 有手机，地区，短信内容（包含平台内容），时间 时间是本月上旬的，如图 自动发货，16800多条 | C: 数据资源,T: 招商银行理财百万级客户数据_今年16W优质稀缺 || 今年近月46000条大学生网贷下款料 | D: 今年近月46000条大学生网贷下款料 今年近期，具体时间如图， 大学生网贷下款料46000多条打包价 下款额度在几千元，大部分都是打款成功的 字段段有： 金额，审核状态，姓名，性别，手机，民族，学校名称，专业，籍贯，Email，下款时间，银行卡类型，银行名称 先到先用，一手资源， 拍后刷新有下载链接，excel表格发货 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
309,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_aux,products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:707157,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:707157,__unknown__,__unknown__,,,semantic_only,profile_lexical_neighbor,,,,,,,,,,,虚拟物品,0.261872,0.349865,0.930075,0.862315,0.761,84.753225,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 || 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 首发美国暴雪娱乐公司魔兽世界投资人数据30万条200美金 || 高净值管理人员科威特440万条500美金 | D: 直接拍数据就可以，MEGA网盘下载，截图有换行，实际数据是文本标准格式，可以导入表格或直接打印，一行一条 | C: 私人专拍 || 虚拟物品,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
310,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:25869||market_item.xlsx|茶马古道|seller_raw:/shop/412259,market_item.xlsx|中文暗网交易市场|seller_raw:25869,market_item.xlsx|茶马古道|seller_raw:/shop/412259,中文暗网交易市场,茶马古道,25869,/shop/412259,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.23981,0.254732,0.891506,0.848851,0.835111,84.74033,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 收0.003比特币本站用，有的联系我 || 收0.003比特币本站用，有的联系我 | D: 可以留下联系方式 | C: 私人专拍,T: 求购10比特币啊啊啊 || 求购10比特币啊啊啊 | D: 求购10比特币啊啊啊 | C: 站内充提 || 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
311,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_aux,products_data.csv|__unknown__|seller_id:176839||products_data.csv|__unknown__|seller_id:86267,products_data.csv|__unknown__|seller_id:176839,products_data.csv|__unknown__|seller_id:86267,__unknown__,__unknown__,,,semantic_only,profile_lexical_neighbor,,,,,,,,,,,技术服务[非教程],0.622578,0.297313,0.886369,0.83654,0.90835,84.73562,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 微盘二开版带余额宝功能期货数字火币交易完整数据k线正常 || 代考驾照c1b1免人到场45天就可以拿到驾照 | D: 请到【我的钱袋】申请积分【解决积分充值入口太深的提醒问题】 8、优化首页资源列表加载速度、其他页面数据加载速度 修复 后台VIP设置中会员权益没显示的问题 备注:本次更新需要更新小程序 适用范围 梦想贩卖机、资源变现、赚钱神器、知识社群、激励视频、微信小程序、小程序源码 运行环境 PHP+MYSQL+微擎+小程序... | C: 技术服务[非教程] || 教程与文档,T: 黑客渗透工具包，50+工具！！ || 黑客渗透工具包，50+工具！！ | D: 黑客渗透工具包，内含IIS提权，MD5在线破解器，网站后台目录扫描，旁注扫描，大马小马图片马，提权，盲注，链接嗅探，跳转拦截，注入中转，注入抓包，转码等多个实用工具，是您拿站的好帮手，付款后链接自动显示 | C: 技术服务[非教程],pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
312,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:101978||market_item.xlsx|中文暗网交易市场|seller_raw:481541,market_item.xlsx|中文暗网交易市场|seller_raw:101978,market_item.xlsx|中文暗网交易市场|seller_raw:481541,中文暗网交易市场,中文暗网交易市场,101978,481541,text_clone_primary,profile_lexical_neighbor|shared_title_clone|structural_support,,,,,,,,,裸借肉偿.原资源包40G历经2晚精心挑选5.3G高质量高颜值的裸借,,基础知识 || 影视色情 || 数据资源,0.186061,0.600931,0.928459,0.853686,0.956784,84.735185,template_or_clone_overlap|shared_title_count=1|shared_description_count=0,,,,,T: 灰产小工具集合_制作身份证_户口本_营业执照_过人脸等等赠送超美AV色情片N部 || 出43个虚拟卡渠道，为你的挖金之路如虎添翼 | D: 本贴包含以下工具： 出户口簿PSD源文件，想修改哪里修改哪里 身份证正反生成器 过人脸教程+控制器（0_0） 19-7-30日滴滴免费打车工具 营业执照生成器 WIFI密码破解套装 普鲁克工业级超高速翻墙vpn，5000m速度，网速慢，被墙包退款 某品牌摄像头扫描（可看你想看的懂吧 》_< ） | C: 影视色情 || 技术技能,T: 裸借肉偿.原资源包40G历经2晚精心挑选5.3G高质量高颜值的裸借 || 裸借肉偿.原资源包40G历经2晚精心挑选5.3G高质量高颜值的裸借 | D: 包概2017 2018 一直到2019三月，所有材料精简到5.3G，MEGA网盘链接发货，只要电脑或者手机开VPN然后搜索链接就可以了，要下载到本地的话需要你自己也注册个MWGA账号，无需实名很简单 | C: 影视色情 || 基础知识,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
313,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:47248||market_item.xlsx|茶马古道|seller_raw:/shop/391,market_item.xlsx|中文暗网交易市场|seller_raw:47248,market_item.xlsx|茶马古道|seller_raw:/shop/391,中文暗网交易市场,茶马古道,47248,/shop/391,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.214953,0.158259,0.852677,0.742944,0.802149,84.734335,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 内蒙古四家运输公司车辆缴费信息 || 4家挂靠公司车辆交费信息 | C: 虚拟物品 || 数据资源,T: 求购大陆区域20-23 化妆品消费信息 || 求购大陆区域20-23 化妆品消费信息 | D: 求购大陆区域20-23 化妆品消费信息 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
314,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:605480||market_item.xlsx|茶马古道|seller_raw:/shop/446566,market_item.xlsx|中文暗网交易市场|seller_raw:605480,market_item.xlsx|茶马古道|seller_raw:/shop/446566,中文暗网交易市场,茶马古道,605480,/shop/446566,text_clone_primary,profile_lexical_neighbor|shared_description_clone|shared_title_clone,,,,,,,,,2021最新内部流出浦发银行理财客户48800条,2021最新内部流出浦发银行理财客户48800条 刚刚拿到的浦发银行理财产品的客户数据，共48800条，内鬼带出来的数据，你懂的 内容详细，包含：姓名|身份证号码|手机号码|产品名称|认购金额|收益率 (预期)|期限|住址 首次在暗网发布，保真不保效果，先拍先得先享用 数据格式和包含的字段内容见附图 附图有几十条数据，请自行验证 拍下自动发货，概不退款,,0.317944,0.289727,0.946088,0.925554,0.96797,84.704785,template_or_clone_overlap|shared_title_count=1|shared_description_count=1,,,,,T: 2021最新内部流出浦发银行理财客户48800条 || 2021最新内部流出浦发银行理财客户48800条 | D: 2021最新内部流出浦发银行理财客户48800条 刚刚拿到的浦发银行理财产品的客户数据，共48800条，内鬼带出来的数据，你懂的 内容详细，包含：姓名|身份证号码|手机号码|产品名称|认购金额|收益率 (预期)|期限|住址 首次在暗网发布，保真不保效果，先拍先得先享用 数据格式和包含的字段内容见附图 附图有几十条... | C: 数据资源,T: 上海银行理财客户56130条_内部渠道最新流出 || 上海银行理财客户56130条_内部渠道最新流出 | D: 2021最新内部流出浦发银行理财客户48800条 刚刚拿到的浦发银行理财产品的客户数据，共48800条，内鬼带出来的数据，你懂的 内容详细，包含：姓名|身份证号码|手机号码|产品名称|认购金额|收益率 (预期)|期限|住址 首次在暗网发布，保真不保效果，先拍先得先享用 数据格式和包含的字段内容见附图 附图有几十条... | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
315,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/412010||market_item.xlsx|茶马古道|seller_raw:/shop/442743,market_item.xlsx|茶马古道|seller_raw:/shop/412010,market_item.xlsx|茶马古道|seller_raw:/shop/442743,茶马古道,茶马古道,/shop/412010,/shop/442743,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.231039,0.337289,0.922686,0.879826,0.887458,84.69426,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 指定网站拿出防伪数据 脱裤大佬 || 指定网站拿出防伪数据 脱裤大佬 | C: 技术,T: 指定网站脱库@china8848 || 指定网站脱库@china8848 | D: 指定网站脱库，效率高价格低，有好项目的老板来谈----@china8848 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
316,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:51690||market_item.xlsx|中文暗网交易市场|seller_raw:67272,market_item.xlsx|中文暗网交易市场|seller_raw:51690,market_item.xlsx|中文暗网交易市场|seller_raw:67272,中文暗网交易市场,中文暗网交易市场,51690,67272,semantic_only,profile_lexical_neighbor,,,,,,,,,,,私人专拍,0.317237,0.270288,0.895402,0.768807,0.819358,84.68217,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 华住开房查询 含最新5亿库 || 给sw3425369的私人专拍 | D: 很多人要的库子，拿出来卖了 车主信息，懂的自然懂 包含姓名、住址、联系方式、车型、车牌号 目录见截图 拍下自动发货 | C: 私人专拍 || 服务业务,T: 给men111111的私人专拍 || 给men111111的私人专拍 | D: 合作愉快，长期合作。 | C: 私人专拍,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
317,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:55495||market_item.xlsx|中文暗网交易市场|seller_raw:57615,market_item.xlsx|中文暗网交易市场|seller_raw:55495,market_item.xlsx|中文暗网交易市场|seller_raw:57615,中文暗网交易市场,中文暗网交易市场,55495,57615,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.285304,0.322499,0.916281,0.899039,0.892191,84.682035,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,"T: 收比特币0.02 || 收比特币0.02 | D: 收比特币0.02, 站内使用 | C: 影视色情",T: 收0.005比特币 || 收0.005比特币 | D: 240人民币收0.005比特币，WX 或者ZFB交易 | C: 私人专拍,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
318,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/425922||market_item.xlsx|茶马古道|seller_raw:/shop/456695,market_item.xlsx|茶马古道|seller_raw:/shop/425922,market_item.xlsx|茶马古道|seller_raw:/shop/456695,茶马古道,茶马古道,/shop/425922,/shop/456695,text_clone_primary,profile_lexical_neighbor|shared_title_clone,,,,,,,,,做黑产必备防喝茶网络安全匿名+网络反追踪+避开网警追查+应对国安喝茶+安全洗钱等技术,,技术 || 数据,0.259929,0.498288,0.948399,0.927628,0.92354,84.6729,template_or_clone_overlap|shared_title_count=1|shared_description_count=0,,,,,"T: 做黑产必备防喝茶网络安全匿名+网络反追踪+避开网警追查+应对国安喝茶+安全洗钱等技术 || 无限撸百元话费卡,日赚千元 | D: 第1课：提权综述 第2课：serv-u服务器提权 第4课：pcanywhere提权 第5课：2003server 0DAY提权 第6课：Mysql root 提权 第7课：利用HASH破解提权 第8课：Aspx下03 0day的提权方法 第9课：VNC密码破解和提权 第10课：CAIN 嗅探3389密码 第11课... | C: 数据 || 技术",T: 做黑产必备防喝茶网络安全匿名+网络反追踪+避开网警追查+应对国安喝茶+安全洗钱等技术 || 出自由国度网站带账号 | D: 具体名称和内容分别如下 1）abnormal --》 经营异常记录 2）branch --〉 分支机构 3）directors --》 董事、法人等重要职务名单 4）email --〉公司联系邮箱 5）invest--》对外投资记录 6）license--〉行政许可 7）patent--》专利信息 8）paten... | C: 数据 || 技术,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
319,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:44207||market_item.xlsx|茶马古道|seller_raw:/shop/412259,market_item.xlsx|中文暗网交易市场|seller_raw:44207,market_item.xlsx|茶马古道|seller_raw:/shop/412259,中文暗网交易市场,茶马古道,44207,/shop/412259,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.27169,0.273337,0.896153,0.853861,0.845921,84.670455,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 求购本站0.001比特币 || 求购本站0.001比特币 | D: 求购本站0.001比特币，微信转账50 | C: 其它类别,T: 求购10比特币啊啊啊 || 求购10比特币啊啊啊 | D: 求购10比特币啊啊啊 | C: 站内充提 || 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
320,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:49779||market_item.xlsx|中文暗网交易市场|seller_raw:55966,market_item.xlsx|中文暗网交易市场|seller_raw:49779,market_item.xlsx|中文暗网交易市场|seller_raw:55966,中文暗网交易市场,中文暗网交易市场,49779,55966,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.215624,0.345775,0.924768,0.903391,0.89435,84.66145,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 收0.01比特币！zfb回款450在线等！急！！！拍下速留zfb || 300ZFB，收本站0.0083比特币 | D: 给楼上发帖卖比特币那个老哥开的，看到直接拍 | C: 影视色情,"T: 收0.002BTCwx,zfb回款100元本站用 || 收0.002BTCwx,zfb回款100元本站用 | D: 有的话给我留言， | C: 私人专拍",pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
321,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:591680||market_item.xlsx|茶马古道|seller_raw:/shop/461222,market_item.xlsx|中文暗网交易市场|seller_raw:591680,market_item.xlsx|茶马古道|seller_raw:/shop/461222,中文暗网交易市场,茶马古道,591680,/shop/461222,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.246886,0.234295,0.879238,0.71093,0.800316,84.638,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 私拍私拍拍私拍私拍拍 || 私拍私拍拍私拍私拍拍 | D: 私拍私拍拍私拍私拍拍私拍私拍拍私拍私拍拍私拍私拍拍 | C: 私人专拍,T: 2021最新邮件群发软件 高效 稳定 购买后找我要激活码@brofish8 || 2021最新邮件群发软件 高效 稳定 购买后找我要激活码@brofish8 | D: 亚马逊购买者邮箱，附带抓取地址，都是真实购买者，可群发做营销 钓鱼等等自己开发 | C: 数据 || 技术,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
322,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/455682||market_item.xlsx|茶马古道|seller_raw:/shop/536,market_item.xlsx|茶马古道|seller_raw:/shop/455682,market_item.xlsx|茶马古道|seller_raw:/shop/536,茶马古道,茶马古道,/shop/455682,/shop/536,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.258988,0.322083,0.914256,0.878681,0.88723,84.63557,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 求购支付宝微信 要求售后30天 || 支付宝 微信号 | D: 要求售后30天，价格私聊 | C: 担保私拍 || 四件套号卡,T: 求购支付接口 || 求购支付接口 | D: 主要是微信支付宝能正常稳定充值 结算快 | C: 虚拟,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
323,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:528494||market_item.xlsx|茶马古道|seller_raw:/shop/399158,market_item.xlsx|中文暗网交易市场|seller_raw:528494,market_item.xlsx|茶马古道|seller_raw:/shop/399158,中文暗网交易市场,茶马古道,528494,/shop/399158,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.240111,0.247365,0.884159,0.745274,0.774113,84.630325,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 全网最全社工Q绑顺丰LOL京东人口千万要素国外库 || 女性数据专拍1k | D: - Q绑(3个项目): - LOL 9000W(1个项目) - weibo_5e(1个项目) - SF(1个项目) - JD(2个项目) - 人口(2个项目) - 国外库(1个项目) - 千万四要素(1个项目) - 70W企业及个体(1个项目) mega自动发货 24小时内确认 赠送母婴三千万和兼职粉900万 简... | C: 私人专拍 || 数据资源,T: 全网最全社工教程打包 学完变大牛 || 全网最全社工教程打包 学完变大牛 | D: 拍下自动发货 | C: 虚拟,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
324,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/405740||market_item.xlsx|茶马古道|seller_raw:/shop/431789,market_item.xlsx|茶马古道|seller_raw:/shop/405740,market_item.xlsx|茶马古道|seller_raw:/shop/431789,茶马古道,茶马古道,/shop/405740,/shop/431789,semantic_only,profile_lexical_neighbor,,,,,,,,,,,技术,0.237651,0.346473,0.902253,0.839188,0.923464,84.62187,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: PC肌锻炼视频教程 房中术男子增长增粗延时控制强肾固功精法技术 || 女性高潮射水教程 | D: 大概需要投入300-400人民币左右才能启动项目 无论是新手还是想要进阶提升的都可以拍 如果你是一个完全零基础的新手需要有耐心的去看 会建站基础的基本没有太大的压力 此外还会送大量的模板 教程为图文教程 教程并不是低质量教程 绝对值这个价 都是本人亲自动手编写并非从某处倒下来的 暗网首发 教程中遇到不会可以私信或... | C: 技术,T: 性欲费洛蒙催情香水配方，附详细制作操作说明，材料日常可买到，真实有效睡到你的女神 || 自动扫描破解网络Ip摄像头在线看实时查看 | D: 如何免费搭建H网视频教程（最新版） 1.购买比特币 2.使用比特币匿名购买网址 3.域名DNS切换到CND节点 4.购买一个建站的VPS云服务器 5.安装搭建网站的底层控制面板 6.将源码上传到控制面板 7.将域名解析到VPS服务器上并绑定 8.将上传好的源码进行安装 9.修改网站的基本信息及后台管理员密码 10... | C: 虚拟 || 技术,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
325,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:485276||market_item.xlsx|茶马古道|seller_raw:/shop/427337,market_item.xlsx|中文暗网交易市场|seller_raw:485276,market_item.xlsx|茶马古道|seller_raw:/shop/427337,中文暗网交易市场,茶马古道,485276,/shop/427337,text_clone_primary,profile_lexical_neighbor|shared_description_clone,,,,,,,,,,8月底期货交易平台服务器获取用户2万3千条_自动发货 今天脱库的数据 用户基本都是半个月左右的活跃用户 很新好转化 有需要的请直接拍下 谢绝讨价还价非诚勿扰 格式以截图为准,,0.258059,0.496931,0.91258,0.876103,0.95759,84.615145,template_or_clone_overlap|shared_title_count=0|shared_description_count=1,,,,,T: 今日脱库8月底期货交易平台服务器获取用户2万3千条_自动发货 || 独家一手数据_富豪棋牌8w条_带MD5自动发货 | D: 独家一手数据_富豪棋牌8w条_带MD5自动发货 格式见图 自动发货 原版格式保留完整 只卖3份 出完下架 数据易复制 不接受退款 长期合作 欢迎来谈 中介请绕道 | C: 数据资源,T: 8月底期货交易平台服务器获取用户2万3千条_自动发货 || 8月底期货交易平台服务器获取用户2万3千条_自动发货 | D: 此数据实时出过一次 客户支付宝直加反馈百5以上 网站低价提供测试使用 有需要直接拍下 有问题联系tg:@AK1163 专业数据团队 数据直面客户 中介勿扰 数据易复制 拍下不做任何退款处理 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
326,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/406714||market_item.xlsx|茶马古道|seller_raw:/shop/415513,market_item.xlsx|茶马古道|seller_raw:/shop/406714,market_item.xlsx|茶马古道|seller_raw:/shop/415513,茶马古道,茶马古道,/shop/406714,/shop/415513,text_clone_primary,profile_lexical_neighbor|shared_description_clone,,,,,,,,,,（帖子内容带联系方式） 寻求各大门户网站 贴吧 论坛 广告位置 配合吧主管理规定的时间发贴顶帖删帖 作为广告引流作用 谈好价位 上好权限 完成支付 欢迎各大版主合作共赢 || 高价求购：百度贴吧私信、发帖、顶贴过屏蔽技术。 高价求购：豆瓣、论坛、博客、灰色广告词发帖技术。（比如豆瓣） 求购技术人才：百度外发、黑帽SEO、网站建设。谈妥我私拍。 寻求各大网站门户包收录的那种。（帖子内容带联系方式） 寻求各大门户网站 贴吧 论坛 广告位置 配合吧主管理规定的时间发贴顶帖删帖 作为广告引流作用 谈好价位 上好权限 完成支付 欢迎各...,技术 || 数据,0.205192,0.433351,0.929823,0.839026,0.885193,84.604105,template_or_clone_overlap|shared_title_count=0|shared_description_count=2,,,,,T: 寻求各大门户网站 贴吧 论坛 广告位置。寻求顶贴发帖的高手。求优化高手。 || 18年社会工作者报考数据5.3万条 | D: 不管你们怎么决定 最重要的是所有人都做同样的操作 并且知道对方会怎么 做 这份教程讲的很全面 操作系统包括(WIN+OSX+安卓+苹果)还会教你怎么去设置 教程会让你学到如何安全的进行通讯 防止你的设备离开你的时候 有效的保证不会被敌人找到证据 关于密码的保护 怎么做才能不被社工 如何安全的去使用浏览器以及避免泄... | C: 数据 || 技术,T: 求购黄色APP源码（VIP点播，试看，圈子（用户发布），充值接口），无漏洞完整版 || 求Paypal全净账户，或者Paypal代付 | D: （帖子内容带联系方式） 寻求各大门户网站 贴吧 论坛 广告位置 配合吧主管理规定的时间发贴顶帖删帖 作为广告引流作用 谈好价位 上好权限 完成支付 欢迎各大版主合作共赢 | C: 数据 || 技术,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
327,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:575090||market_item.xlsx|茶马古道|seller_raw:/shop/415251,market_item.xlsx|中文暗网交易市场|seller_raw:575090,market_item.xlsx|茶马古道|seller_raw:/shop/415251,中文暗网交易市场,茶马古道,575090,/shop/415251,text_clone_primary,profile_lexical_neighbor|shared_description_clone|shared_title_clone,,,,,,,,,最新四要素数据58W姓名预留手机身份证银行卡,58万条，拍下自动发货 字段：姓名，预留手机，身份证号，银行卡号 优质数据，看好再拍，一口价 || 本月新出四要素数据。 58万条，拍下自动发货 字段：姓名，预留手机，身份证号，银行卡号 优质数据，看好再拍，一口价,,0.219062,0.281385,0.893621,0.821566,0.897737,84.602015,template_or_clone_overlap|shared_title_count=1|shared_description_count=2,,,,,T: 最新四要素数据58W姓名预留手机身份证银行卡 || 最新四要素数据58W姓名预留手机身份证银行卡 | D: 58万条，拍下自动发货 字段：姓名，预留手机，身份证号，银行卡号 优质数据，看好再拍，一口价 | C: 数据资源 || 私人专拍,T: 菠菜盈丰国际今年最新出库7W博彩数据可验证 || 今年截至6月底众发棋牌16W一手 | D: 新出优质女性瘦身减肥数据， 大多数都是年轻女性， 数据字段非常详实： ID|姓名|性别|年龄|生日|身高(cm)|胸部|腰围(cm)|臀围(cm)| 大腿(cm)|小腿|减前体重(kg)|联系电话|联系地址 新鲜年轻女性数据，用处很大，母婴，网购，宝妈，兼职，网贷等等 共21万条，拍下后，自动发货 | C: 数据 || 担保私拍,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
