model_id,slice_name,row_count,positive_count,negative_count,roc_auc,average_precision,score_mean,positive_score_mean,negative_score_mean,negative_score_p90,negative_score_max,positive_score_min,positive_score_p10
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.551715,0.551715,,,,0.35474100000000003,0.389036
step15_v2_identity_from_scratch_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.669018,0.669018,,,,0.11007433333333333,0.122587
step15_v2_warm_start_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.663324,0.663324,,,,0.06563766666666666,0.091372
step15_v2_domain_balanced_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.714939,0.714939,,,,0.13213733333333333,0.251452
step15_v2_zh_positive_mixup_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.704381,0.704381,,,,0.07423433333333333,0.224841
step15_v2_identifier_operational_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.825447,0.825447,,,,0.060635333333333326,0.503764
step15_v3_public_noise_weighted_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.674316,0.674316,,,,0.032588,0.184119
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.712974,0.712974,,,,0.05098166666666667,0.252396
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.765726,0.765726,,,,0.026883,0.362555
step15_v4_public_noise_robust_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.570139,0.570139,,,,0.07680266666666667,0.185249
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.506748,0.506748,,,,0.256896,0.287358
step15_v4_identifier_public_noise_robust_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.771121,0.771121,,,,0.033056666666666665,0.416468
step15_v5_public_noise_weighted_strong_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.663096,0.663096,,,,0.04082499999999999,0.150994
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,positive_direct_or_component_anchor,6,6,0,,,0.726015,0.726015,,,,0.058593666666666655,0.239356
raw_e5_cosine,positive_style_structural_soft,15,15,0,,,0.938841,0.938841,,,,0.890773,0.913318
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,positive_style_structural_soft,15,15,0,,,0.595617,0.595617,,,,0.26440166666666665,0.350813
step15_v2_identity_from_scratch_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.487771,0.487771,,,,0.03737566666666667,0.071704
step15_v2_warm_start_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.522618,0.522618,,,,0.04607433333333333,0.047205
step15_v2_domain_balanced_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.656323,0.656323,,,,0.095412,0.267286
step15_v2_zh_positive_mixup_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.594201,0.594201,,,,0.053607999999999996,0.177879
step15_v2_identifier_operational_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.392473,0.392473,,,,0.020097666666666666,0.048477
step15_v3_public_noise_weighted_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.485363,0.485363,,,,0.079918,0.119919
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.589473,0.589473,,,,0.156985,0.294517
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.345844,0.345844,,,,0.03682933333333333,0.057644
step15_v4_public_noise_robust_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.493573,0.493573,,,,0.11430833333333333,0.159792
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.503414,0.503414,,,,0.255183,0.324379
step15_v4_identifier_public_noise_robust_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.31842,0.31842,,,,0.05673166666666666,0.073302
step15_v5_public_noise_weighted_strong_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.488274,0.488274,,,,0.12808933333333333,0.161977
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,positive_style_structural_soft,15,15,0,,,0.551742,0.551742,,,,0.15748533333333334,0.243911
raw_e5_cosine,review_stratum::identifier_plus_text,2,2,0,,,0.926168,0.926168,,,,0.922922,0.923571
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.449889,0.449889,,,,0.35474100000000003,0.373771
step15_v2_identity_from_scratch_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.493813,0.493813,,,,0.13509866666666667,0.206842
step15_v2_warm_start_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.48105,0.48105,,,,0.11710633333333335,0.189895
step15_v2_domain_balanced_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.593337,0.593337,,,,0.3707656666666667,0.41528
step15_v2_zh_positive_mixup_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.616066,0.616066,,,,0.37544700000000003,0.423571
step15_v2_identifier_operational_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.99448,0.99448,,,,0.9943683333333334,0.994391
step15_v3_public_noise_weighted_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.550092,0.550092,,,,0.33564900000000003,0.378538
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.642359,0.642359,,,,0.45381066666666664,0.49152
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.9892,0.9892,,,,0.9889566666666667,0.989005
step15_v4_public_noise_robust_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.469523,0.469523,,,,0.29369566666666663,0.328861
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.760226,0.760226,,,,0.6898070000000001,0.703891
step15_v4_identifier_public_noise_robust_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.980001,0.980001,,,,0.977497,0.977998
step15_v5_public_noise_weighted_strong_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.516222,0.516222,,,,0.261162,0.312174
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,review_stratum::identifier_plus_text,2,2,0,,,0.664767,0.664767,,,,0.42011933333333334,0.469049
raw_e5_cosine,review_stratum::identifier_primary,3,3,0,,,0.940857,0.940857,,,,0.931729,0.931802
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.662393,0.662393,,,,0.5923673333333334,0.595451
step15_v2_identity_from_scratch_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.972136,0.972136,,,,0.9627896666666667,0.96433
step15_v2_warm_start_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.984069,0.984069,,,,0.9735806666666668,0.974919
step15_v2_domain_balanced_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.990274,0.990274,,,,0.9839370000000001,0.985651
step15_v2_zh_positive_mixup_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.973305,0.973305,,,,0.9652596666666667,0.966779
step15_v2_identifier_operational_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.967696,0.967696,,,,0.9468933333333333,0.951492
step15_v3_public_noise_weighted_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.971042,0.971042,,,,0.9610406666666668,0.963498
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.980716,0.980716,,,,0.97289,0.974808
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.863024,0.863024,,,,0.6982266666666667,0.745725
step15_v4_public_noise_robust_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.801662,0.801662,,,,0.7516963333333333,0.760368
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.398198,0.398198,,,,0.256896,0.269081
step15_v4_identifier_public_noise_robust_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.877889,0.877889,,,,0.7998789999999999,0.817372
step15_v5_public_noise_weighted_strong_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.968435,0.968435,,,,0.9595846666666666,0.961863
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,review_stratum::identifier_primary,3,3,0,,,0.98932,0.98932,,,,0.9837423333333333,0.985378
raw_e5_cosine,review_stratum::semantic_only,46,7,39,0.677656,0.461905,0.912076,0.924528,0.909841,0.934361,0.944983,0.890773,0.903548
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,review_stratum::semantic_only,46,7,39,0.802198,0.474125,0.330599,0.534949,0.293921,0.618027,0.6980196666666666,0.26440166666666665,0.356105
step15_v2_identity_from_scratch_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.915751,0.663636,0.130373,0.435186,0.075663,0.200052,0.88946,0.09190633333333333,0.10718
step15_v2_warm_start_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.897436,0.651245,0.142122,0.47915,0.08163,0.245284,0.9480369999999999,0.04607433333333333,0.046792
step15_v2_domain_balanced_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.901099,0.660472,0.18861,0.551673,0.123445,0.386296,0.9134666666666668,0.095412,0.18576
step15_v2_zh_positive_mixup_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.897436,0.600144,0.179381,0.53657,0.11527,0.428572,0.9087643333333334,0.053607999999999996,0.170411
step15_v2_identifier_operational_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.842491,0.579121,0.111919,0.316125,0.075267,0.20576,0.5539836666666667,0.020097666666666666,0.076313
step15_v3_public_noise_weighted_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.908425,0.652381,0.125359,0.401725,0.075755,0.234273,0.8194093333333333,0.079918,0.108289
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.908425,0.649206,0.177387,0.514329,0.116911,0.42913,0.8486626666666667,0.156985,0.223468
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.860806,0.567806,0.112307,0.292238,0.080012,0.22568,0.666062,0.06921166666666667,0.073282
step15_v4_public_noise_robust_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.897436,0.639827,0.154017,0.393092,0.111106,0.308671,0.7148843333333333,0.11430833333333333,0.140074
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.89011,0.621345,0.266333,0.421314,0.238516,0.349781,0.6082423333333333,0.255183,0.293965
step15_v4_identifier_public_noise_robust_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.879121,0.548587,0.095977,0.225287,0.072768,0.187269,0.42163233333333333,0.086341,0.094181
step15_v5_public_noise_weighted_strong_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.923077,0.587241,0.13991,0.434553,0.087026,0.236091,0.8744719999999999,0.14329333333333336,0.171319
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,review_stratum::semantic_only,46,7,39,0.904762,0.645887,0.159935,0.469209,0.104424,0.339969,0.8013660000000001,0.15748533333333334,0.196063
raw_e5_cosine,review_stratum::semantic_structural,39,6,33,0.924242,0.566071,0.922328,0.954821,0.91642,0.949739,0.966964,0.945354,0.94819
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,review_stratum::semantic_structural,39,6,33,0.838384,0.385582,0.286711,0.485948,0.250486,0.627839,0.7395843333333333,0.3065276666666667,0.36493
step15_v2_identity_from_scratch_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.90404,0.644383,0.102207,0.382155,0.051307,0.096879,0.696491,0.03737566666666667,0.047806
step15_v2_warm_start_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.914141,0.630627,0.114335,0.416556,0.059385,0.071581,0.8238513333333334,0.047161,0.056399
step15_v2_domain_balanced_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.924242,0.746429,0.189477,0.608629,0.113267,0.328855,0.8494593333333333,0.13213733333333333,0.215683
step15_v2_zh_positive_mixup_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.934343,0.771164,0.141387,0.509478,0.074462,0.183249,0.7386400000000001,0.07423433333333333,0.10259
step15_v2_identifier_operational_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.909091,0.567761,0.083102,0.24552,0.053572,0.170414,0.5084296666666667,0.04777800000000001,0.048652
step15_v3_public_noise_weighted_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.924242,0.729167,0.114382,0.419171,0.058966,0.136147,0.7175983333333332,0.032588,0.090337
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.90404,0.624457,0.162077,0.504112,0.099888,0.259708,0.862082,0.05098166666666667,0.192794
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.924242,0.717593,0.06603,0.193878,0.042785,0.177494,0.30267299999999997,0.026883,0.031856
step15_v4_public_noise_robust_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.914141,0.699101,0.142008,0.420753,0.091327,0.192314,0.627333,0.07680266666666667,0.154371
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.90404,0.498148,0.254636,0.414353,0.225597,0.377741,0.6927819999999999,0.3254426666666667,0.332805
step15_v4_identifier_public_noise_robust_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.878788,0.555093,0.073843,0.185484,0.053544,0.158522,0.3534843333333333,0.033056666666666665,0.044894
step15_v5_public_noise_weighted_strong_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.89899,0.581972,0.120743,0.38428,0.072828,0.21874,0.8102236666666668,0.04082499999999999,0.124174
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,review_stratum::semantic_structural,39,6,33,0.914141,0.630649,0.141942,0.460744,0.083978,0.198721,0.8376583333333333,0.058593666666666655,0.169705
raw_e5_cosine,review_stratum::text_clone_primary,16,3,13,0.923077,0.833333,0.919974,0.94434,0.914351,0.934643,0.940433,0.924916,0.929307
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,review_stratum::text_clone_primary,16,3,13,1.0,1.0,0.496967,0.899088,0.40417,0.503996,0.7813686666666667,0.8426283333333334,0.845455
step15_v2_identity_from_scratch_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.769231,0.75,0.397397,0.695802,0.328534,0.823394,0.876515,0.12492366666666667,0.292444
step15_v2_warm_start_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.769231,0.6,0.409579,0.683838,0.346289,0.801864,0.9470013333333333,0.20329766666666668,0.332281
step15_v2_domain_balanced_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.871795,0.666667,0.505582,0.821165,0.432756,0.926185,0.9583526666666667,0.6343206666666666,0.673466
step15_v2_zh_positive_mixup_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.74359,0.590909,0.477442,0.724797,0.420361,0.877842,0.9364473333333333,0.267085,0.395139
step15_v2_identifier_operational_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.974359,0.916667,0.34995,0.753911,0.256728,0.385295,0.642478,0.6172026666666667,0.626564
step15_v3_public_noise_weighted_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.74359,0.590909,0.407297,0.661977,0.348525,0.91315,0.959366,0.115062,0.266226
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.846154,0.777778,0.438143,0.756036,0.364783,0.792059,0.867701,0.3356996666666667,0.45525
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.974359,0.916667,0.243431,0.668535,0.14533,0.274003,0.46443666666666666,0.40720133333333336,0.447339
step15_v4_public_noise_robust_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.897436,0.809524,0.416488,0.734746,0.343044,0.652592,0.7561513333333334,0.3216486666666667,0.439201
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,1.0,1.0,0.576238,0.813778,0.521421,0.647173,0.742644,0.7817250000000001,0.785303
step15_v4_identifier_public_noise_robust_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.974359,0.916667,0.293342,0.706484,0.198002,0.409124,0.5022073333333333,0.5018033333333333,0.527687
step15_v5_public_noise_weighted_strong_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.846154,0.777778,0.36812,0.672462,0.297887,0.760116,0.7680543333333333,0.12808933333333333,0.280348
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,review_stratum::text_clone_primary,16,3,13,0.871795,0.791667,0.406711,0.761931,0.324737,0.811998,0.8562773333333333,0.3154843333333333,0.446468
