pair_uid,seller_uid_left,seller_uid_right,review_label,split_name,split_component_id,synthetic_class,synthetic_train_only,benchmark_eligible,usable_for_supervision,usable_for_core_transfer,training_sample_weight
synthetic://step22/v1/positive/p00163/left||synthetic://step22/v1/positive/p00163/right,synthetic://step22/v1/positive/p00163/left,synthetic://step22/v1/positive/p00163/right,positive,train,step22_unlabeled_seller_27668d6cd4ef2278c752,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00164/left||synthetic://step22/v1/positive/p00164/right,synthetic://step22/v1/positive/p00164/left,synthetic://step22/v1/positive/p00164/right,positive,train,step22_unlabeled_seller_7c7d18de50a363221955,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00165/left||synthetic://step22/v1/positive/p00165/right,synthetic://step22/v1/positive/p00165/left,synthetic://step22/v1/positive/p00165/right,positive,train,step22_unlabeled_seller_14081a8ede389fe2b0a7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00166/left||synthetic://step22/v1/positive/p00166/right,synthetic://step22/v1/positive/p00166/left,synthetic://step22/v1/positive/p00166/right,positive,train,step22_unlabeled_seller_6b4b438a031691aef087,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00167/left||synthetic://step22/v1/positive/p00167/right,synthetic://step22/v1/positive/p00167/left,synthetic://step22/v1/positive/p00167/right,positive,train,zh_target_strict_cc_6d42501cee919350,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00168/left||synthetic://step22/v1/positive/p00168/right,synthetic://step22/v1/positive/p00168/left,synthetic://step22/v1/positive/p00168/right,positive,train,step22_unlabeled_seller_435b994a8a6819124ac2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00169/left||synthetic://step22/v1/positive/p00169/right,synthetic://step22/v1/positive/p00169/left,synthetic://step22/v1/positive/p00169/right,positive,train,step22_unlabeled_seller_e1f1a188f635ba9a980b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00170/left||synthetic://step22/v1/positive/p00170/right,synthetic://step22/v1/positive/p00170/left,synthetic://step22/v1/positive/p00170/right,positive,train,step22_unlabeled_seller_8720e0842f650b9021d8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00171/left||synthetic://step22/v1/positive/p00171/right,synthetic://step22/v1/positive/p00171/left,synthetic://step22/v1/positive/p00171/right,positive,train,step22_unlabeled_seller_099445601960d58ffcf4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00172/left||synthetic://step22/v1/positive/p00172/right,synthetic://step22/v1/positive/p00172/left,synthetic://step22/v1/positive/p00172/right,positive,train,zh_target_strict_cc_b22baa8e3e29405b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00173/left||synthetic://step22/v1/positive/p00173/right,synthetic://step22/v1/positive/p00173/left,synthetic://step22/v1/positive/p00173/right,positive,train,step22_unlabeled_seller_a5169b531053bb0a6a36,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00174/left||synthetic://step22/v1/positive/p00174/right,synthetic://step22/v1/positive/p00174/left,synthetic://step22/v1/positive/p00174/right,positive,train,step22_unlabeled_seller_49e6b1050f85f22b7557,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00175/left||synthetic://step22/v1/positive/p00175/right,synthetic://step22/v1/positive/p00175/left,synthetic://step22/v1/positive/p00175/right,positive,train,step22_unlabeled_seller_44443704ede7782ea933,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00176/left||synthetic://step22/v1/positive/p00176/right,synthetic://step22/v1/positive/p00176/left,synthetic://step22/v1/positive/p00176/right,positive,train,step22_unlabeled_seller_f4c28309fa8c7751adfb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00177/left||synthetic://step22/v1/positive/p00177/right,synthetic://step22/v1/positive/p00177/left,synthetic://step22/v1/positive/p00177/right,positive,train,zh_target_strict_cc_0b81a8577b9ee929,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00178/left||synthetic://step22/v1/positive/p00178/right,synthetic://step22/v1/positive/p00178/left,synthetic://step22/v1/positive/p00178/right,positive,train,step22_unlabeled_seller_277ad3d554425dd91ced,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00179/left||synthetic://step22/v1/positive/p00179/right,synthetic://step22/v1/positive/p00179/left,synthetic://step22/v1/positive/p00179/right,positive,train,step22_unlabeled_seller_d9a1858b77b46a03ed16,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00180/left||synthetic://step22/v1/positive/p00180/right,synthetic://step22/v1/positive/p00180/left,synthetic://step22/v1/positive/p00180/right,positive,train,step22_unlabeled_seller_10645e3cd42df1471c09,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00181/left||synthetic://step22/v1/positive/p00181/right,synthetic://step22/v1/positive/p00181/left,synthetic://step22/v1/positive/p00181/right,positive,train,step22_unlabeled_seller_92730983c8148dc47816,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00182/left||synthetic://step22/v1/positive/p00182/right,synthetic://step22/v1/positive/p00182/left,synthetic://step22/v1/positive/p00182/right,positive,train,step22_unlabeled_seller_98f560069caaad2b69ef,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00183/left||synthetic://step22/v1/positive/p00183/right,synthetic://step22/v1/positive/p00183/left,synthetic://step22/v1/positive/p00183/right,positive,train,zh_target_strict_cc_cabde8e285b8321c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00184/left||synthetic://step22/v1/positive/p00184/right,synthetic://step22/v1/positive/p00184/left,synthetic://step22/v1/positive/p00184/right,positive,train,step22_unlabeled_seller_c4afcc4f3ba2cd94e09f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00185/left||synthetic://step22/v1/positive/p00185/right,synthetic://step22/v1/positive/p00185/left,synthetic://step22/v1/positive/p00185/right,positive,train,zh_target_strict_cc_0b56a4186c660a7f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00186/left||synthetic://step22/v1/positive/p00186/right,synthetic://step22/v1/positive/p00186/left,synthetic://step22/v1/positive/p00186/right,positive,train,step22_unlabeled_seller_94fc733251c8fe60ecba,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00187/left||synthetic://step22/v1/positive/p00187/right,synthetic://step22/v1/positive/p00187/left,synthetic://step22/v1/positive/p00187/right,positive,train,zh_target_strict_cc_e3c807049ac8a064,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00188/left||synthetic://step22/v1/positive/p00188/right,synthetic://step22/v1/positive/p00188/left,synthetic://step22/v1/positive/p00188/right,positive,train,zh_target_strict_cc_2bb373b8ca63845e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00189/left||synthetic://step22/v1/positive/p00189/right,synthetic://step22/v1/positive/p00189/left,synthetic://step22/v1/positive/p00189/right,positive,train,step22_unlabeled_seller_6f54495dcf1c3a0da0ee,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00190/left||synthetic://step22/v1/positive/p00190/right,synthetic://step22/v1/positive/p00190/left,synthetic://step22/v1/positive/p00190/right,positive,train,step22_unlabeled_seller_f0169f7adfc197da21b9,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00191/left||synthetic://step22/v1/positive/p00191/right,synthetic://step22/v1/positive/p00191/left,synthetic://step22/v1/positive/p00191/right,positive,train,step22_unlabeled_seller_e2b4c2bd39e1b0ff5189,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00192/left||synthetic://step22/v1/positive/p00192/right,synthetic://step22/v1/positive/p00192/left,synthetic://step22/v1/positive/p00192/right,positive,train,step22_unlabeled_seller_6b40e11fbc3516b23c9a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00193/left||synthetic://step22/v1/positive/p00193/right,synthetic://step22/v1/positive/p00193/left,synthetic://step22/v1/positive/p00193/right,positive,train,step22_unlabeled_seller_964d7e69b4cbde640075,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00194/left||synthetic://step22/v1/positive/p00194/right,synthetic://step22/v1/positive/p00194/left,synthetic://step22/v1/positive/p00194/right,positive,train,step22_unlabeled_seller_3be0248a38798f57ce04,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00195/left||synthetic://step22/v1/positive/p00195/right,synthetic://step22/v1/positive/p00195/left,synthetic://step22/v1/positive/p00195/right,positive,train,zh_target_strict_cc_c1b29797a191ad53,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00196/left||synthetic://step22/v1/positive/p00196/right,synthetic://step22/v1/positive/p00196/left,synthetic://step22/v1/positive/p00196/right,positive,train,step22_unlabeled_seller_1c1630516224c37f644a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00197/left||synthetic://step22/v1/positive/p00197/right,synthetic://step22/v1/positive/p00197/left,synthetic://step22/v1/positive/p00197/right,positive,train,step22_unlabeled_seller_c9e6a8ef21035cb74d5e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00198/left||synthetic://step22/v1/positive/p00198/right,synthetic://step22/v1/positive/p00198/left,synthetic://step22/v1/positive/p00198/right,positive,train,step22_unlabeled_seller_48a1caee823349c5ab38,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00199/left||synthetic://step22/v1/positive/p00199/right,synthetic://step22/v1/positive/p00199/left,synthetic://step22/v1/positive/p00199/right,positive,train,zh_target_strict_cc_980a1719d9f0d148,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00200/left||synthetic://step22/v1/positive/p00200/right,synthetic://step22/v1/positive/p00200/left,synthetic://step22/v1/positive/p00200/right,positive,train,step22_unlabeled_seller_111e2bff196cc16f0408,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00201/left||synthetic://step22/v1/positive/p00201/right,synthetic://step22/v1/positive/p00201/left,synthetic://step22/v1/positive/p00201/right,positive,train,step22_unlabeled_seller_d990be1fccaedb2ff409,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00202/left||synthetic://step22/v1/positive/p00202/right,synthetic://step22/v1/positive/p00202/left,synthetic://step22/v1/positive/p00202/right,positive,train,step22_unlabeled_seller_aca9596cb80fc9b80413,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00203/left||synthetic://step22/v1/positive/p00203/right,synthetic://step22/v1/positive/p00203/left,synthetic://step22/v1/positive/p00203/right,positive,train,step22_unlabeled_seller_d33411a51c77229c43ba,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00204/left||synthetic://step22/v1/positive/p00204/right,synthetic://step22/v1/positive/p00204/left,synthetic://step22/v1/positive/p00204/right,positive,train,step22_unlabeled_seller_a755a3fa8c7794829bcc,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00205/left||synthetic://step22/v1/positive/p00205/right,synthetic://step22/v1/positive/p00205/left,synthetic://step22/v1/positive/p00205/right,positive,train,zh_target_strict_cc_862473627d85452b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00206/left||synthetic://step22/v1/positive/p00206/right,synthetic://step22/v1/positive/p00206/left,synthetic://step22/v1/positive/p00206/right,positive,train,step22_unlabeled_seller_99864a82792cd0675436,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00207/left||synthetic://step22/v1/positive/p00207/right,synthetic://step22/v1/positive/p00207/left,synthetic://step22/v1/positive/p00207/right,positive,train,zh_target_strict_cc_583ebde7d72d4d78,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00208/left||synthetic://step22/v1/positive/p00208/right,synthetic://step22/v1/positive/p00208/left,synthetic://step22/v1/positive/p00208/right,positive,train,step22_unlabeled_seller_29c8076e37fc69c1db0a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00209/left||synthetic://step22/v1/positive/p00209/right,synthetic://step22/v1/positive/p00209/left,synthetic://step22/v1/positive/p00209/right,positive,train,step22_unlabeled_seller_e869503ac83e8ee7edc9,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00210/left||synthetic://step22/v1/positive/p00210/right,synthetic://step22/v1/positive/p00210/left,synthetic://step22/v1/positive/p00210/right,positive,train,step22_unlabeled_seller_a194f65f2c5a7455f8b2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00211/left||synthetic://step22/v1/positive/p00211/right,synthetic://step22/v1/positive/p00211/left,synthetic://step22/v1/positive/p00211/right,positive,train,zh_target_strict_cc_bed18e70980d245d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00212/left||synthetic://step22/v1/positive/p00212/right,synthetic://step22/v1/positive/p00212/left,synthetic://step22/v1/positive/p00212/right,positive,train,step22_unlabeled_seller_ea690dd117e1b47af3a1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00213/left||synthetic://step22/v1/positive/p00213/right,synthetic://step22/v1/positive/p00213/left,synthetic://step22/v1/positive/p00213/right,positive,train,step22_unlabeled_seller_c548c90aa09aaf640b56,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00214/left||synthetic://step22/v1/positive/p00214/right,synthetic://step22/v1/positive/p00214/left,synthetic://step22/v1/positive/p00214/right,positive,train,step22_unlabeled_seller_66998e9fda5f0c3509ab,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00215/left||synthetic://step22/v1/positive/p00215/right,synthetic://step22/v1/positive/p00215/left,synthetic://step22/v1/positive/p00215/right,positive,train,step22_unlabeled_seller_4f7785581b97d311e1bc,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00216/left||synthetic://step22/v1/positive/p00216/right,synthetic://step22/v1/positive/p00216/left,synthetic://step22/v1/positive/p00216/right,positive,train,step22_unlabeled_seller_a2ab8f4c5162a19fde83,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00217/left||synthetic://step22/v1/positive/p00217/right,synthetic://step22/v1/positive/p00217/left,synthetic://step22/v1/positive/p00217/right,positive,train,step22_unlabeled_seller_c5c31dae67b3a05a05eb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00218/left||synthetic://step22/v1/positive/p00218/right,synthetic://step22/v1/positive/p00218/left,synthetic://step22/v1/positive/p00218/right,positive,train,zh_target_strict_cc_540db623f3f9599c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00219/left||synthetic://step22/v1/positive/p00219/right,synthetic://step22/v1/positive/p00219/left,synthetic://step22/v1/positive/p00219/right,positive,train,step22_unlabeled_seller_44035dee94a2f73840f5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00220/left||synthetic://step22/v1/positive/p00220/right,synthetic://step22/v1/positive/p00220/left,synthetic://step22/v1/positive/p00220/right,positive,train,step22_unlabeled_seller_79996ccd7a9a24a4cfce,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00221/left||synthetic://step22/v1/positive/p00221/right,synthetic://step22/v1/positive/p00221/left,synthetic://step22/v1/positive/p00221/right,positive,train,zh_target_strict_cc_9e435cf6bbaaa3e5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00222/left||synthetic://step22/v1/positive/p00222/right,synthetic://step22/v1/positive/p00222/left,synthetic://step22/v1/positive/p00222/right,positive,train,step22_unlabeled_seller_e78ccfde665287f92a2a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00223/left||synthetic://step22/v1/positive/p00223/right,synthetic://step22/v1/positive/p00223/left,synthetic://step22/v1/positive/p00223/right,positive,train,step22_unlabeled_seller_703123cd6fa22d5df66b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00224/left||synthetic://step22/v1/positive/p00224/right,synthetic://step22/v1/positive/p00224/left,synthetic://step22/v1/positive/p00224/right,positive,train,step22_unlabeled_seller_323b8ea59c8137aec8d1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00225/left||synthetic://step22/v1/positive/p00225/right,synthetic://step22/v1/positive/p00225/left,synthetic://step22/v1/positive/p00225/right,positive,train,step22_unlabeled_seller_26196cbb56d18affa001,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00226/left||synthetic://step22/v1/positive/p00226/right,synthetic://step22/v1/positive/p00226/left,synthetic://step22/v1/positive/p00226/right,positive,train,step22_unlabeled_seller_5f6820fb70694535014e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00227/left||synthetic://step22/v1/positive/p00227/right,synthetic://step22/v1/positive/p00227/left,synthetic://step22/v1/positive/p00227/right,positive,train,zh_target_strict_cc_1234aba824302a63,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00228/left||synthetic://step22/v1/positive/p00228/right,synthetic://step22/v1/positive/p00228/left,synthetic://step22/v1/positive/p00228/right,positive,train,step22_unlabeled_seller_b9de37aac3429905c0f0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00229/left||synthetic://step22/v1/positive/p00229/right,synthetic://step22/v1/positive/p00229/left,synthetic://step22/v1/positive/p00229/right,positive,train,step22_unlabeled_seller_6f2b68b68462c172f834,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00230/left||synthetic://step22/v1/positive/p00230/right,synthetic://step22/v1/positive/p00230/left,synthetic://step22/v1/positive/p00230/right,positive,train,step22_unlabeled_seller_78895d3f102ec6690233,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00231/left||synthetic://step22/v1/positive/p00231/right,synthetic://step22/v1/positive/p00231/left,synthetic://step22/v1/positive/p00231/right,positive,train,step22_unlabeled_seller_a0b8a2a02be9f6196d70,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00232/left||synthetic://step22/v1/positive/p00232/right,synthetic://step22/v1/positive/p00232/left,synthetic://step22/v1/positive/p00232/right,positive,train,zh_target_strict_cc_5ab9a9542992a12d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00233/left||synthetic://step22/v1/positive/p00233/right,synthetic://step22/v1/positive/p00233/left,synthetic://step22/v1/positive/p00233/right,positive,train,step22_unlabeled_seller_e610d9b89a08a7f4a70d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00234/left||synthetic://step22/v1/positive/p00234/right,synthetic://step22/v1/positive/p00234/left,synthetic://step22/v1/positive/p00234/right,positive,train,zh_target_strict_cc_02aa2283e7c4b2b7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00235/left||synthetic://step22/v1/positive/p00235/right,synthetic://step22/v1/positive/p00235/left,synthetic://step22/v1/positive/p00235/right,positive,train,step22_unlabeled_seller_12ba6f7e6365403cd366,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00236/left||synthetic://step22/v1/positive/p00236/right,synthetic://step22/v1/positive/p00236/left,synthetic://step22/v1/positive/p00236/right,positive,train,step22_unlabeled_seller_42478d145307d017c10c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00237/left||synthetic://step22/v1/positive/p00237/right,synthetic://step22/v1/positive/p00237/left,synthetic://step22/v1/positive/p00237/right,positive,train,zh_target_strict_cc_8a36a12d1bb0d48c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00238/left||synthetic://step22/v1/positive/p00238/right,synthetic://step22/v1/positive/p00238/left,synthetic://step22/v1/positive/p00238/right,positive,train,zh_target_strict_cc_583ebde7d72d4d78,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00239/left||synthetic://step22/v1/positive/p00239/right,synthetic://step22/v1/positive/p00239/left,synthetic://step22/v1/positive/p00239/right,positive,train,step22_unlabeled_seller_ea517226f9f11383d513,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00240/left||synthetic://step22/v1/positive/p00240/right,synthetic://step22/v1/positive/p00240/left,synthetic://step22/v1/positive/p00240/right,positive,train,step22_unlabeled_seller_c1c242b7ab40adaee6f9,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00241/left||synthetic://step22/v1/positive/p00241/right,synthetic://step22/v1/positive/p00241/left,synthetic://step22/v1/positive/p00241/right,positive,train,step22_unlabeled_seller_bed6046c4b02ab5d34c6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00242/left||synthetic://step22/v1/positive/p00242/right,synthetic://step22/v1/positive/p00242/left,synthetic://step22/v1/positive/p00242/right,positive,train,step22_unlabeled_seller_42d6f29f363777671985,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00243/left||synthetic://step22/v1/positive/p00243/right,synthetic://step22/v1/positive/p00243/left,synthetic://step22/v1/positive/p00243/right,positive,train,step22_unlabeled_seller_7c748360914ab3d46124,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00244/left||synthetic://step22/v1/positive/p00244/right,synthetic://step22/v1/positive/p00244/left,synthetic://step22/v1/positive/p00244/right,positive,train,step22_unlabeled_seller_e775d56e0ad1af581420,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00245/left||synthetic://step22/v1/positive/p00245/right,synthetic://step22/v1/positive/p00245/left,synthetic://step22/v1/positive/p00245/right,positive,train,step22_unlabeled_seller_9657b9f7a989af80a00e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00246/left||synthetic://step22/v1/positive/p00246/right,synthetic://step22/v1/positive/p00246/left,synthetic://step22/v1/positive/p00246/right,positive,train,zh_target_strict_cc_6d42501cee919350,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00247/left||synthetic://step22/v1/positive/p00247/right,synthetic://step22/v1/positive/p00247/left,synthetic://step22/v1/positive/p00247/right,positive,train,step22_unlabeled_seller_b90b5384453144922a15,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00248/left||synthetic://step22/v1/positive/p00248/right,synthetic://step22/v1/positive/p00248/left,synthetic://step22/v1/positive/p00248/right,positive,train,step22_unlabeled_seller_c0c577735048c654b071,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00249/left||synthetic://step22/v1/positive/p00249/right,synthetic://step22/v1/positive/p00249/left,synthetic://step22/v1/positive/p00249/right,positive,train,step22_unlabeled_seller_7b876e095d12b368ff7a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00250/left||synthetic://step22/v1/positive/p00250/right,synthetic://step22/v1/positive/p00250/left,synthetic://step22/v1/positive/p00250/right,positive,train,step22_unlabeled_seller_90c7e4196c75c692bacd,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00251/left||synthetic://step22/v1/positive/p00251/right,synthetic://step22/v1/positive/p00251/left,synthetic://step22/v1/positive/p00251/right,positive,train,zh_target_strict_cc_9ad2ae4ca9a83c6a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00252/left||synthetic://step22/v1/positive/p00252/right,synthetic://step22/v1/positive/p00252/left,synthetic://step22/v1/positive/p00252/right,positive,train,step22_unlabeled_seller_7d2519fceb71f7b9738d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00253/left||synthetic://step22/v1/positive/p00253/right,synthetic://step22/v1/positive/p00253/left,synthetic://step22/v1/positive/p00253/right,positive,train,step22_unlabeled_seller_5a9c642ccb3ec32ab60e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00254/left||synthetic://step22/v1/positive/p00254/right,synthetic://step22/v1/positive/p00254/left,synthetic://step22/v1/positive/p00254/right,positive,train,step22_unlabeled_seller_60b8e3364e8fce7437d8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00255/left||synthetic://step22/v1/positive/p00255/right,synthetic://step22/v1/positive/p00255/left,synthetic://step22/v1/positive/p00255/right,positive,train,step22_unlabeled_seller_9a7e5b72c49390224798,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00256/left||synthetic://step22/v1/positive/p00256/right,synthetic://step22/v1/positive/p00256/left,synthetic://step22/v1/positive/p00256/right,positive,train,step22_unlabeled_seller_0d547552ab30221da564,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00257/left||synthetic://step22/v1/positive/p00257/right,synthetic://step22/v1/positive/p00257/left,synthetic://step22/v1/positive/p00257/right,positive,train,zh_target_strict_cc_2e5c7caaf65dd8e0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00258/left||synthetic://step22/v1/positive/p00258/right,synthetic://step22/v1/positive/p00258/left,synthetic://step22/v1/positive/p00258/right,positive,train,zh_target_strict_cc_50c6ef9245347923,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00259/left||synthetic://step22/v1/positive/p00259/right,synthetic://step22/v1/positive/p00259/left,synthetic://step22/v1/positive/p00259/right,positive,train,step22_unlabeled_seller_63be648c2df789ae6a2e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00260/left||synthetic://step22/v1/positive/p00260/right,synthetic://step22/v1/positive/p00260/left,synthetic://step22/v1/positive/p00260/right,positive,train,zh_target_strict_cc_8143700a54ec0f46,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00261/left||synthetic://step22/v1/positive/p00261/right,synthetic://step22/v1/positive/p00261/left,synthetic://step22/v1/positive/p00261/right,positive,train,step22_unlabeled_seller_740d95d48730e990636b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00262/left||synthetic://step22/v1/positive/p00262/right,synthetic://step22/v1/positive/p00262/left,synthetic://step22/v1/positive/p00262/right,positive,train,step22_unlabeled_seller_be6d5c3e39c75e2c60b3,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00263/left||synthetic://step22/v1/positive/p00263/right,synthetic://step22/v1/positive/p00263/left,synthetic://step22/v1/positive/p00263/right,positive,train,step22_unlabeled_seller_2ff05995e07196d0400a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00264/left||synthetic://step22/v1/positive/p00264/right,synthetic://step22/v1/positive/p00264/left,synthetic://step22/v1/positive/p00264/right,positive,train,zh_target_strict_cc_bdbbd819a13285cb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00265/left||synthetic://step22/v1/positive/p00265/right,synthetic://step22/v1/positive/p00265/left,synthetic://step22/v1/positive/p00265/right,positive,train,step22_unlabeled_seller_54d3d183918f56188907,same_seller_split_positive,1,0,1,0,1.000000000000
