synthetic_pair_uid,synthetic_class,source_parent_seller_uid_left,source_parent_seller_uid_right,source_parent_pair_uid,parent_component_id,parent_evidence_type,independent_source_unit,real_cross_account_sockpuppet_relation,synthetic_train_only,benchmark_eligible,left_item_count,right_item_count
synthetic://step22/v1/positive/p00132/left||synthetic://step22/v1/positive/p00132/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:72967,market_item.xlsx|中文暗网交易市场|seller_raw:72967,,step22_unlabeled_seller_7c76afe7bced46e7953e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:72967,0,1,0,3,3
synthetic://step22/v1/positive/p00133/left||synthetic://step22/v1/positive/p00133/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:518779,market_item.xlsx|中文暗网交易市场|seller_raw:518779,,step22_unlabeled_seller_c07727b026c01576cc04,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:518779,0,1,0,4,5
synthetic://step22/v1/positive/p00134/left||synthetic://step22/v1/positive/p00134/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/417610,market_item.xlsx|茶马古道|seller_raw:/shop/417610,,zh_target_strict_cc_a075d160d8e9bceb,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/417610,0,1,0,6,6
synthetic://step22/v1/positive/p00135/left||synthetic://step22/v1/positive/p00135/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/3156,market_item.xlsx|茶马古道|seller_raw:/shop/3156,,step22_unlabeled_seller_2b0181ab7da8955003ac,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/3156,0,1,0,6,5
synthetic://step22/v1/positive/p00136/left||synthetic://step22/v1/positive/p00136/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/429404,market_item.xlsx|茶马古道|seller_raw:/shop/429404,,zh_target_strict_cc_9ddda7715349ff55,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/429404,0,1,0,3,3
synthetic://step22/v1/positive/p00137/left||synthetic://step22/v1/positive/p00137/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/427700,market_item.xlsx|茶马古道|seller_raw:/shop/427700,,step22_unlabeled_seller_9a9cd209cefecbb09f7b,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/427700,0,1,0,6,6
synthetic://step22/v1/positive/p00138/left||synthetic://step22/v1/positive/p00138/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/408370,market_item.xlsx|茶马古道|seller_raw:/shop/408370,,step22_unlabeled_seller_186fd0489c05493288d5,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/408370,0,1,0,4,3
synthetic://step22/v1/positive/p00139/left||synthetic://step22/v1/positive/p00139/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/460803,market_item.xlsx|茶马古道|seller_raw:/shop/460803,,step22_unlabeled_seller_65e5dac5779cebae09b1,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/460803,0,1,0,4,5
synthetic://step22/v1/positive/p00140/left||synthetic://step22/v1/positive/p00140/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:334730,market_item.xlsx|中文暗网交易市场|seller_raw:334730,,step22_unlabeled_seller_41f24c77eaae683e4f04,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:334730,0,1,0,3,3
synthetic://step22/v1/positive/p00141/left||synthetic://step22/v1/positive/p00141/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:42577,market_item.xlsx|中文暗网交易市场|seller_raw:42577,,step22_unlabeled_seller_f26e879fcb8f676255d8,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:42577,0,1,0,6,6
synthetic://step22/v1/positive/p00142/left||synthetic://step22/v1/positive/p00142/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/400099,market_item.xlsx|茶马古道|seller_raw:/shop/400099,,step22_unlabeled_seller_15003ca153e51e7c49b0,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/400099,0,1,0,4,3
synthetic://step22/v1/positive/p00143/left||synthetic://step22/v1/positive/p00143/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:53014,market_item.xlsx|中文暗网交易市场|seller_raw:53014,,zh_target_strict_cc_f65cdcbf3ab490cb,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:53014,0,1,0,6,6
synthetic://step22/v1/positive/p00144/left||synthetic://step22/v1/positive/p00144/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:61107,market_item.xlsx|中文暗网交易市场|seller_raw:61107,,step22_unlabeled_seller_e4555be316cd2c42020e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:61107,0,1,0,7,6
synthetic://step22/v1/positive/p00145/left||synthetic://step22/v1/positive/p00145/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/413768,market_item.xlsx|茶马古道|seller_raw:/shop/413768,,step22_unlabeled_seller_b60a268094379ea15d95,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/413768,0,1,0,6,8
synthetic://step22/v1/positive/p00146/left||synthetic://step22/v1/positive/p00146/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:514745,market_item.xlsx|中文暗网交易市场|seller_raw:514745,,step22_unlabeled_seller_bdb9e3539bf34f0e5495,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:514745,0,1,0,3,3
synthetic://step22/v1/positive/p00147/left||synthetic://step22/v1/positive/p00147/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/452928,market_item.xlsx|茶马古道|seller_raw:/shop/452928,,zh_target_strict_cc_121ca4c8ff35556e,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/452928,0,1,0,3,3
synthetic://step22/v1/positive/p00148/left||synthetic://step22/v1/positive/p00148/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/441917,market_item.xlsx|茶马古道|seller_raw:/shop/441917,,step22_unlabeled_seller_d78b0bee446aaa939049,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/441917,0,1,0,3,4
synthetic://step22/v1/positive/p00149/left||synthetic://step22/v1/positive/p00149/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:548310,market_item.xlsx|中文暗网交易市场|seller_raw:548310,,zh_target_strict_cc_6c892e776bb10ae4,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:548310,0,1,0,3,3
synthetic://step22/v1/positive/p00150/left||synthetic://step22/v1/positive/p00150/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:518548,market_item.xlsx|中文暗网交易市场|seller_raw:518548,,step22_unlabeled_seller_313289b287955c83be36,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:518548,0,1,0,27,5
synthetic://step22/v1/positive/p00151/left||synthetic://step22/v1/positive/p00151/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:344884,market_item.xlsx|中文暗网交易市场|seller_raw:344884,,step22_unlabeled_seller_46dec7c0a0d94e254d0b,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:344884,0,1,0,4,4
synthetic://step22/v1/positive/p00152/left||synthetic://step22/v1/positive/p00152/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:69083,market_item.xlsx|中文暗网交易市场|seller_raw:69083,,step22_unlabeled_seller_af8685fcec7444342472,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:69083,0,1,0,4,5
synthetic://step22/v1/positive/p00153/left||synthetic://step22/v1/positive/p00153/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:377031,market_item.xlsx|中文暗网交易市场|seller_raw:377031,,step22_unlabeled_seller_20c5244621f4d63e764d,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:377031,0,1,0,4,4
synthetic://step22/v1/positive/p00154/left||synthetic://step22/v1/positive/p00154/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/2697,market_item.xlsx|茶马古道|seller_raw:/shop/2697,,step22_unlabeled_seller_b6b0f8d91558b6adf001,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/2697,0,1,0,17,6
synthetic://step22/v1/positive/p00155/left||synthetic://step22/v1/positive/p00155/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:350061,market_item.xlsx|中文暗网交易市场|seller_raw:350061,,step22_unlabeled_seller_f55263d9d4e87f5dce93,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:350061,0,1,0,4,4
synthetic://step22/v1/positive/p00156/left||synthetic://step22/v1/positive/p00156/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:26363,market_item.xlsx|中文暗网交易市场|seller_raw:26363,,step22_unlabeled_seller_bc256501bfe8b3427764,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:26363,0,1,0,4,3
synthetic://step22/v1/positive/p00157/left||synthetic://step22/v1/positive/p00157/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:433002,market_item.xlsx|中文暗网交易市场|seller_raw:433002,,step22_unlabeled_seller_06d1f4567a87d8badce7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:433002,0,1,0,6,6
synthetic://step22/v1/positive/p00158/left||synthetic://step22/v1/positive/p00158/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:71807,market_item.xlsx|中文暗网交易市场|seller_raw:71807,,zh_target_strict_cc_52557091d1ce932e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:71807,0,1,0,6,6
synthetic://step22/v1/positive/p00159/left||synthetic://step22/v1/positive/p00159/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/404143,market_item.xlsx|茶马古道|seller_raw:/shop/404143,,step22_unlabeled_seller_7e4763878cad53cd7b3c,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/404143,0,1,0,4,5
synthetic://step22/v1/positive/p00160/left||synthetic://step22/v1/positive/p00160/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:75066,market_item.xlsx|中文暗网交易市场|seller_raw:75066,,step22_unlabeled_seller_5ff8fc4158b644576362,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:75066,0,1,0,6,6
synthetic://step22/v1/positive/p00161/left||synthetic://step22/v1/positive/p00161/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:580908,market_item.xlsx|中文暗网交易市场|seller_raw:580908,,zh_target_strict_cc_8c0788b021fc05fc,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:580908,0,1,0,3,3
synthetic://step22/v1/positive/p00162/left||synthetic://step22/v1/positive/p00162/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/426087,market_item.xlsx|茶马古道|seller_raw:/shop/426087,,step22_unlabeled_seller_c341d87091cb558f3fd3,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/426087,0,1,0,5,4
synthetic://step22/v1/positive/p00163/left||synthetic://step22/v1/positive/p00163/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:378587,market_item.xlsx|中文暗网交易市场|seller_raw:378587,,step22_unlabeled_seller_27668d6cd4ef2278c752,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:378587,0,1,0,3,6
synthetic://step22/v1/positive/p00164/left||synthetic://step22/v1/positive/p00164/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:253337,market_item.xlsx|中文暗网交易市场|seller_raw:253337,,step22_unlabeled_seller_7c7d18de50a363221955,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:253337,0,1,0,4,3
synthetic://step22/v1/positive/p00165/left||synthetic://step22/v1/positive/p00165/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:544636,market_item.xlsx|中文暗网交易市场|seller_raw:544636,,step22_unlabeled_seller_14081a8ede389fe2b0a7,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:544636,0,1,0,3,4
synthetic://step22/v1/positive/p00166/left||synthetic://step22/v1/positive/p00166/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:495638,market_item.xlsx|中文暗网交易市场|seller_raw:495638,,step22_unlabeled_seller_6b4b438a031691aef087,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:495638,0,1,0,3,3
synthetic://step22/v1/positive/p00167/left||synthetic://step22/v1/positive/p00167/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:442988,market_item.xlsx|中文暗网交易市场|seller_raw:442988,,zh_target_strict_cc_6d42501cee919350,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:442988,0,1,0,3,3
synthetic://step22/v1/positive/p00168/left||synthetic://step22/v1/positive/p00168/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:74190,market_item.xlsx|中文暗网交易市场|seller_raw:74190,,step22_unlabeled_seller_435b994a8a6819124ac2,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:74190,0,1,0,6,6
synthetic://step22/v1/positive/p00169/left||synthetic://step22/v1/positive/p00169/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:92214,market_item.xlsx|中文暗网交易市场|seller_raw:92214,,step22_unlabeled_seller_e1f1a188f635ba9a980b,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:92214,0,1,0,4,3
synthetic://step22/v1/positive/p00170/left||synthetic://step22/v1/positive/p00170/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:185716,market_item.xlsx|中文暗网交易市场|seller_raw:185716,,step22_unlabeled_seller_8720e0842f650b9021d8,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:185716,0,1,0,5,4
synthetic://step22/v1/positive/p00171/left||synthetic://step22/v1/positive/p00171/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/439633,market_item.xlsx|茶马古道|seller_raw:/shop/439633,,step22_unlabeled_seller_099445601960d58ffcf4,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/439633,0,1,0,6,9
synthetic://step22/v1/positive/p00172/left||synthetic://step22/v1/positive/p00172/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/405334,market_item.xlsx|茶马古道|seller_raw:/shop/405334,,zh_target_strict_cc_b22baa8e3e29405b,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/405334,0,1,0,5,5
synthetic://step22/v1/positive/p00173/left||synthetic://step22/v1/positive/p00173/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:26067,market_item.xlsx|中文暗网交易市场|seller_raw:26067,,step22_unlabeled_seller_a5169b531053bb0a6a36,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:26067,0,1,0,5,9
synthetic://step22/v1/positive/p00174/left||synthetic://step22/v1/positive/p00174/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/453445,market_item.xlsx|茶马古道|seller_raw:/shop/453445,,step22_unlabeled_seller_49e6b1050f85f22b7557,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/453445,0,1,0,3,3
synthetic://step22/v1/positive/p00175/left||synthetic://step22/v1/positive/p00175/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:95929,market_item.xlsx|中文暗网交易市场|seller_raw:95929,,step22_unlabeled_seller_44443704ede7782ea933,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:95929,0,1,0,3,3
synthetic://step22/v1/positive/p00176/left||synthetic://step22/v1/positive/p00176/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:56934,market_item.xlsx|中文暗网交易市场|seller_raw:56934,,step22_unlabeled_seller_f4c28309fa8c7751adfb,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:56934,0,1,0,5,5
synthetic://step22/v1/positive/p00177/left||synthetic://step22/v1/positive/p00177/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:556969,market_item.xlsx|中文暗网交易市场|seller_raw:556969,,zh_target_strict_cc_0b81a8577b9ee929,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:556969,0,1,0,4,3
synthetic://step22/v1/positive/p00178/left||synthetic://step22/v1/positive/p00178/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:555333,market_item.xlsx|中文暗网交易市场|seller_raw:555333,,step22_unlabeled_seller_277ad3d554425dd91ced,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:555333,0,1,0,6,6
synthetic://step22/v1/positive/p00179/left||synthetic://step22/v1/positive/p00179/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:58962,market_item.xlsx|中文暗网交易市场|seller_raw:58962,,step22_unlabeled_seller_d9a1858b77b46a03ed16,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:58962,0,1,0,6,6
synthetic://step22/v1/positive/p00180/left||synthetic://step22/v1/positive/p00180/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:336602,market_item.xlsx|中文暗网交易市场|seller_raw:336602,,step22_unlabeled_seller_10645e3cd42df1471c09,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:336602,0,1,0,6,6
synthetic://step22/v1/positive/p00181/left||synthetic://step22/v1/positive/p00181/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/446709,market_item.xlsx|茶马古道|seller_raw:/shop/446709,,step22_unlabeled_seller_92730983c8148dc47816,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/446709,0,1,0,3,3
synthetic://step22/v1/positive/p00182/left||synthetic://step22/v1/positive/p00182/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/3719,market_item.xlsx|茶马古道|seller_raw:/shop/3719,,step22_unlabeled_seller_98f560069caaad2b69ef,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/3719,0,1,0,3,3
synthetic://step22/v1/positive/p00183/left||synthetic://step22/v1/positive/p00183/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:344175,market_item.xlsx|中文暗网交易市场|seller_raw:344175,,zh_target_strict_cc_cabde8e285b8321c,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:344175,0,1,0,5,7
synthetic://step22/v1/positive/p00184/left||synthetic://step22/v1/positive/p00184/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:376778,market_item.xlsx|中文暗网交易市场|seller_raw:376778,,step22_unlabeled_seller_c4afcc4f3ba2cd94e09f,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:376778,0,1,0,6,6
synthetic://step22/v1/positive/p00185/left||synthetic://step22/v1/positive/p00185/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:432194,market_item.xlsx|中文暗网交易市场|seller_raw:432194,,zh_target_strict_cc_0b56a4186c660a7f,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:432194,0,1,0,5,6
synthetic://step22/v1/positive/p00186/left||synthetic://step22/v1/positive/p00186/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/405352,market_item.xlsx|茶马古道|seller_raw:/shop/405352,,step22_unlabeled_seller_94fc733251c8fe60ecba,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/405352,0,1,0,5,7
synthetic://step22/v1/positive/p00187/left||synthetic://step22/v1/positive/p00187/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/455868,market_item.xlsx|茶马古道|seller_raw:/shop/455868,,zh_target_strict_cc_e3c807049ac8a064,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/455868,0,1,0,3,4
synthetic://step22/v1/positive/p00188/left||synthetic://step22/v1/positive/p00188/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:61706,market_item.xlsx|中文暗网交易市场|seller_raw:61706,,zh_target_strict_cc_2bb373b8ca63845e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:61706,0,1,0,3,3
synthetic://step22/v1/positive/p00189/left||synthetic://step22/v1/positive/p00189/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/411341,market_item.xlsx|茶马古道|seller_raw:/shop/411341,,step22_unlabeled_seller_6f54495dcf1c3a0da0ee,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/411341,0,1,0,3,3
synthetic://step22/v1/positive/p00190/left||synthetic://step22/v1/positive/p00190/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:55315,market_item.xlsx|中文暗网交易市场|seller_raw:55315,,step22_unlabeled_seller_f0169f7adfc197da21b9,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:55315,0,1,0,4,4
synthetic://step22/v1/positive/p00191/left||synthetic://step22/v1/positive/p00191/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:501949,market_item.xlsx|中文暗网交易市场|seller_raw:501949,,step22_unlabeled_seller_e2b4c2bd39e1b0ff5189,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:501949,0,1,0,6,6
synthetic://step22/v1/positive/p00192/left||synthetic://step22/v1/positive/p00192/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:38205,market_item.xlsx|中文暗网交易市场|seller_raw:38205,,step22_unlabeled_seller_6b40e11fbc3516b23c9a,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:38205,0,1,0,7,5
synthetic://step22/v1/positive/p00193/left||synthetic://step22/v1/positive/p00193/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/437805,market_item.xlsx|茶马古道|seller_raw:/shop/437805,,step22_unlabeled_seller_964d7e69b4cbde640075,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/437805,0,1,0,5,5
synthetic://step22/v1/positive/p00194/left||synthetic://step22/v1/positive/p00194/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:94197,market_item.xlsx|中文暗网交易市场|seller_raw:94197,,step22_unlabeled_seller_3be0248a38798f57ce04,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:94197,0,1,0,6,6
synthetic://step22/v1/positive/p00195/left||synthetic://step22/v1/positive/p00195/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/824,market_item.xlsx|茶马古道|seller_raw:/shop/824,,zh_target_strict_cc_c1b29797a191ad53,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/824,0,1,0,7,5
synthetic://step22/v1/positive/p00196/left||synthetic://step22/v1/positive/p00196/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:57151,market_item.xlsx|中文暗网交易市场|seller_raw:57151,,step22_unlabeled_seller_1c1630516224c37f644a,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:57151,0,1,0,3,4
synthetic://step22/v1/positive/p00197/left||synthetic://step22/v1/positive/p00197/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:84534,market_item.xlsx|中文暗网交易市场|seller_raw:84534,,step22_unlabeled_seller_c9e6a8ef21035cb74d5e,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:84534,0,1,0,3,4
synthetic://step22/v1/positive/p00198/left||synthetic://step22/v1/positive/p00198/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/459750,market_item.xlsx|茶马古道|seller_raw:/shop/459750,,step22_unlabeled_seller_48a1caee823349c5ab38,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/459750,0,1,0,3,3
synthetic://step22/v1/positive/p00199/left||synthetic://step22/v1/positive/p00199/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:351115,market_item.xlsx|中文暗网交易市场|seller_raw:351115,,zh_target_strict_cc_980a1719d9f0d148,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:351115,0,1,0,5,5
synthetic://step22/v1/positive/p00200/left||synthetic://step22/v1/positive/p00200/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:177641,market_item.xlsx|中文暗网交易市场|seller_raw:177641,,step22_unlabeled_seller_111e2bff196cc16f0408,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:177641,0,1,0,5,5
synthetic://step22/v1/positive/p00201/left||synthetic://step22/v1/positive/p00201/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:57976,market_item.xlsx|中文暗网交易市场|seller_raw:57976,,step22_unlabeled_seller_d990be1fccaedb2ff409,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:57976,0,1,0,6,6
synthetic://step22/v1/positive/p00202/left||synthetic://step22/v1/positive/p00202/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:39747,market_item.xlsx|中文暗网交易市场|seller_raw:39747,,step22_unlabeled_seller_aca9596cb80fc9b80413,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:39747,0,1,0,6,5
synthetic://step22/v1/positive/p00203/left||synthetic://step22/v1/positive/p00203/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:82980,market_item.xlsx|中文暗网交易市场|seller_raw:82980,,step22_unlabeled_seller_d33411a51c77229c43ba,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:82980,0,1,0,6,6
synthetic://step22/v1/positive/p00204/left||synthetic://step22/v1/positive/p00204/right,same_seller_split_positive,market_item.xlsx|茶马古道|seller_raw:/shop/440965,market_item.xlsx|茶马古道|seller_raw:/shop/440965,,step22_unlabeled_seller_a755a3fa8c7794829bcc,same_observed_seller_account_item_split,market_item.xlsx|茶马古道|seller_raw:/shop/440965,0,1,0,7,5
synthetic://step22/v1/positive/p00205/left||synthetic://step22/v1/positive/p00205/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:37850,market_item.xlsx|中文暗网交易市场|seller_raw:37850,,zh_target_strict_cc_862473627d85452b,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:37850,0,1,0,7,5
synthetic://step22/v1/positive/p00206/left||synthetic://step22/v1/positive/p00206/right,same_seller_split_positive,market_item.xlsx|中文暗网交易市场|seller_raw:11197,market_item.xlsx|中文暗网交易市场|seller_raw:11197,,step22_unlabeled_seller_99864a82792cd0675436,same_observed_seller_account_item_split,market_item.xlsx|中文暗网交易市场|seller_raw:11197,0,1,0,3,3
